city_town,Ward,Pct,State_Rep,State_Senate,US_House,Gov_Council
Easton,-,2,Ninth Plymouth,"Norfolk, Plymouth & Bristol",8,Second
Easton,-,3,Ninth Plymouth,"Norfolk, Plymouth & Bristol",8,Second
Easton,-,4A,Third Bristol,"Norfolk, Plymouth & Bristol",8,Second
Easton,-,4B,Ninth Plymouth,"Norfolk, Plymouth & Bristol",8,Second
Easton,-,5,Third Bristol,"Norfolk, Plymouth & Bristol",8,Second
Easton,-,6,Third Bristol,"Norfolk, Plymouth & Bristol",8,Second
Easton,-,7,Ninth Plymouth,"Norfolk, Plymouth & Bristol",8,Second
Edgartown,-,1,"Barnstable, Dukes and Nantucket",Cape and Islands,9,First
Egremont,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Erving,-,1,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Essex,-,1,Fifth Essex,First Essex and Middlesex,6,Fifth
Everett,1,1,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,1,2,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,1,3,Second Suffolk,Middlesex and Suffolk,7,Sixth
Everett,1,3A,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,2,1,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Everett,2,2,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,2,2A,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Everett,2,3,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,3,1,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,3,2,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,3,3,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,4,1,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,4,2,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,4,3,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,5,1,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,5,2,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,5,3,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,6,1,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,6,2,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Everett,6,3,Twenty-Eighth Middlesex,Middlesex and Suffolk,7,Sixth
Fairhaven,-,1,Tenth Bristol,Second Bristol and Plymouth,9,First
Fairhaven,-,2,Tenth Bristol,Second Bristol and Plymouth,9,First
Fairhaven,-,3,Tenth Bristol,Second Bristol and Plymouth,9,First
Fairhaven,-,4,Tenth Bristol,Second Bristol and Plymouth,9,First
Fairhaven,-,5,Tenth Bristol,Second Bristol and Plymouth,9,First
Fairhaven,-,6,Tenth Bristol,Second Bristol and Plymouth,9,First
Fall River,1,A,Eighth Bristol,First Bristol and Plymouth,4,First
Fall River,1,B,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,1,C,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,2,A,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,2,B,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,2,C,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,3,A,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,3,B,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,3,C,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,4,A,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,4,B,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,4,C,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,5,A,Seventh Bristol,First Bristol and Plymouth,4,First
Fall River,5,B,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,5,C,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,6,A,Eighth Bristol,First Bristol and Plymouth,4,First
Fall River,6,B,Eighth Bristol,First Bristol and Plymouth,4,First
Fall River,6,C,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,7,A,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,7,B,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,7,C,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,8,A,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,8,B,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,8,C,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,9,A,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,9,B,Sixth Bristol,First Bristol and Plymouth,4,First
Fall River,9,C,Sixth Bristol,First Bristol and Plymouth,4,First
Falmouth,-,1,"Barnstable, Dukes and Nantucket",Plymouth and Barnstable,9,First
Falmouth,-,2,"Barnstable, Dukes and Nantucket",Plymouth and Barnstable,9,First
Falmouth,-,3,Third Barnstable,Plymouth and Barnstable,9,First
Falmouth,-,4,Third Barnstable,Plymouth and Barnstable,9,First
Falmouth,-,5,Third Barnstable,Plymouth and Barnstable,9,First
Falmouth,-,6,"Barnstable, Dukes and Nantucket",Plymouth and Barnstable,9,First
Falmouth,-,7,Third Barnstable,Plymouth and Barnstable,9,First
Falmouth,-,8,Third Barnstable,Plymouth and Barnstable,9,First
Falmouth,-,9,Third Barnstable,Plymouth and Barnstable,9,First
Fitchburg,1,A,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,1,B,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,2,A,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,2,B,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,3,A,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,3,B,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,4,A,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,4,B,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,5,A,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,5,B,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,6,A,Third Worcester,Worcester and Middlesex,3,Seventh
Fitchburg,6,B,Third Worcester,Worcester and Middlesex,3,Seventh
Florida,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Foxborough,-,1,First Bristol,Bristol and Norfolk,4,Second
Foxborough,-,2,First Bristol,Bristol and Norfolk,4,Second
Foxborough,-,3,First Bristol,Bristol and Norfolk,4,Second
Foxborough,-,4,First Bristol,Bristol and Norfolk,4,Second
Foxborough,-,5,First Bristol,Bristol and Norfolk,4,Second
Framingham,-,1,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,10,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,11,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,12,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,13,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,14,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,15,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,16,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,17,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,18,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,19,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,2,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,20,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,21A,Nineteenth Worcester,Middlesex and Norfolk,5,Second
Framingham,-,21B,Fourth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,21C,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,22,Fourth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,23,Fourth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,24,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,25,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,26,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,27,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,3,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,4,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,5,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,6,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,7,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,8,Sixth Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,9A,Seventh Middlesex,Middlesex and Norfolk,5,Second
Framingham,-,9B,Sixth Middlesex,Middlesex and Norfolk,5,Second
Franklin,-,1,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Franklin,-,2,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Franklin,-,3,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Franklin,-,4,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Franklin,-,5,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Franklin,-,6,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Franklin,-,7,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Franklin,-,8,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Franklin,-,9,Tenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Freetown,-,1,Sixth Bristol,First Bristol and Plymouth,4,First
Freetown,-,2,Eighth Bristol,First Bristol and Plymouth,4,First
Freetown,-,3,Eighth Bristol,First Bristol and Plymouth,4,First
Gardner,1,A,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,1,B,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,2,A,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,2,B,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,3,A,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,3,B,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,4,A,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,4,B,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,5,A,Second Worcester,Worcester & Hampshire,3,Seventh
Gardner,5,B,Second Worcester,Worcester & Hampshire,3,Seventh
Georgetown,-,1,Second Essex,First Essex and Middlesex,6,Fifth
Georgetown,-,2,Second Essex,First Essex and Middlesex,6,Fifth
Georgetown,-,3,Second Essex,First Essex and Middlesex,6,Fifth
Gill,-,1,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Gloucester,1,1,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,1,2,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,2,1,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,2,2,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,3,1,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,3,2,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,4,1,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,4,2,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,5,1,Fifth Essex,First Essex and Middlesex,6,Fifth
Gloucester,5,2,Fifth Essex,First Essex and Middlesex,6,Fifth
Goshen,-,1,First Hampshire,"Berkshire, Hampden, Franklin & Hampshire",2,Eighth
Gosnold,-,1,"Barnstable, Dukes and Nantucket",Cape and Islands,9,First
Grafton,-,1,Ninth Worcester,Second Worcester,2,Seventh
Grafton,-,2,Ninth Worcester,Second Worcester,2,Seventh
Grafton,-,3,Ninth Worcester,Second Worcester,2,Seventh
Grafton,-,4,Ninth Worcester,Second Worcester,2,Seventh
Grafton,-,5,Ninth Worcester,Second Worcester,2,Seventh
Granby,-,1,Third Hampshire,"Hampden, Hampshire & Worcester",1,Eighth
Granby,-,2,Second Hampshire,"Hampden, Hampshire & Worcester",1,Eighth
Granby,-,2A,Third Hampshire,"Hampden, Hampshire & Worcester",1,Eighth
Granville,-,1,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Great Barrington,-,A,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Great Barrington,-,B,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Great Barrington,-,C,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Great Barrington,-,D,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Greenfield,-,1,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Greenfield,-,2,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Greenfield,-,3,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Greenfield,-,4,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Greenfield,-,5,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Greenfield,-,6,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Greenfield,-,7,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Greenfield,-,8,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Greenfield,-,9,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Groton,-,1,Thirty-Seventh Middlesex,Worcester and Middlesex,3,Seventh
Groton,-,2,First Middlesex,Worcester and Middlesex,3,Seventh
Groton,-,3,First Middlesex,Worcester and Middlesex,3,Seventh
Groton,-,3A,Thirty-Seventh Middlesex,Worcester and Middlesex,3,Seventh
Groveland,-,1,Fourteenth Essex,First Essex and Middlesex,6,Fifth
Groveland,-,2,Fourteenth Essex,First Essex and Middlesex,6,Fifth
Hadley,-,1,Second Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Halifax,-,1,Twelfth Plymouth,Second Plymouth & Norfolk,9,Second
Halifax,-,2,Sixth Plymouth,Second Plymouth & Norfolk,9,Second
Halifax,-,2A,Twelfth Plymouth,Second Plymouth & Norfolk,9,Second
Hamilton,-,1,Second Essex,First Essex and Middlesex,6,Fifth
Hamilton,-,2,Second Essex,First Essex and Middlesex,6,Fifth
Hampden,-,1,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Hancock,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Hanover,-,1,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Hanover,-,2,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Hanover,-,3,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Hanover,-,4,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Hanson,-,1,Fifth Plymouth,Second Plymouth & Norfolk,9,Second
Hanson,-,2,Sixth Plymouth,Second Plymouth & Norfolk,9,Second
Hanson,-,3,Sixth Plymouth,Second Plymouth & Norfolk,9,Second
Hardwick,-,1,Fifth Worcester,Worcester & Hampshire,2,Seventh
Harvard,-,1,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Harwich,-,1,Fourth Barnstable,Cape and Islands,9,First
Harwich,-,2,Fourth Barnstable,Cape and Islands,9,First
Harwich,-,3,Fourth Barnstable,Cape and Islands,9,First
Harwich,-,4,Fourth Barnstable,Cape and Islands,9,First
Hatfield,-,1,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Haverhill,1,1,Third Essex,First Essex,3,Fifth
Haverhill,1,2,Third Essex,First Essex,3,Fifth
Haverhill,1,2A,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,1,3,Third Essex,First Essex,3,Fifth
Haverhill,1,3A,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,2,1,Fifteenth Essex,Second Essex and Middlesex,3,Fifth
Haverhill,2,2,Fifteenth Essex,Second Essex and Middlesex,3,Fifth
Haverhill,2,3,Third Essex,First Essex,3,Fifth
Haverhill,3,1,Third Essex,First Essex,3,Fifth
Haverhill,3,2,Third Essex,First Essex,3,Fifth
Haverhill,3,3,Third Essex,First Essex,3,Fifth
Haverhill,4,1,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,4,2,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,4,3,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,5,1,Fifteenth Essex,Second Essex and Middlesex,3,Fifth
Haverhill,5,1A,Fifteenth Essex,First Essex,3,Fifth
Haverhill,5,2,Fifteenth Essex,Second Essex and Middlesex,3,Fifth
Haverhill,5,3,Fifteenth Essex,Second Essex and Middlesex,3,Fifth
Haverhill,5,3A,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,6,1,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,6,2,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,6,2A,Third Essex,First Essex,3,Fifth
Haverhill,6,3,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,7,1,Fifteenth Essex,Second Essex and Middlesex,3,Fifth
Haverhill,7,2,Fifteenth Essex,Second Essex and Middlesex,3,Fifth
Haverhill,7,2A,Fifteenth Essex,First Essex,3,Fifth
Haverhill,7,3,Third Essex,Second Essex and Middlesex,3,Fifth
Haverhill,7,3A,Fifteenth Essex,Second Essex and Middlesex,3,Fifth
Hawley,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Heath,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",2,Eighth
Hingham,-,1,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hingham,-,2,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hingham,-,3,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hingham,-,4,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hingham,-,5,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hingham,-,6,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hingham,-,7,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hinsdale,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Holbrook,-,1,Fifth Norfolk,Norfolk and Plymouth,8,Fourth
Holbrook,-,2,Fifth Norfolk,Norfolk and Plymouth,8,Fourth
Holbrook,-,3,Third Norfolk,Norfolk and Plymouth,8,Fourth
Holbrook,-,4,Third Norfolk,Norfolk and Plymouth,8,Fourth
Holden,-,1,First Worcester,Worcester & Hampshire,2,Seventh
Holden,-,2,First Worcester,Worcester & Hampshire,2,Seventh
Holden,-,3,First Worcester,Worcester & Hampshire,2,Seventh
Holden,-,4,First Worcester,Worcester & Hampshire,2,Seventh
Holden,-,5,First Worcester,Worcester & Hampshire,2,Seventh
Holden,-,6,First Worcester,Worcester & Hampshire,2,Seventh
Holland,-,1,First Hampden,Worcester & Hampden,1,Seventh
Holliston,-,1,Eighth Middlesex,Middlesex and Norfolk,2,Second
Holliston,-,2,Eighth Middlesex,Middlesex and Norfolk,2,Second
Holliston,-,3,Eighth Middlesex,Middlesex and Norfolk,2,Second
Holliston,-,4,Eighth Middlesex,Middlesex and Norfolk,2,Second
Holyoke,1,A,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,1,B,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,2,A,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,2,B,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,3,A,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,3,B,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,4,A,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,4,B,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,5,A,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,5,B,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,6,A,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,6,B,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,7,A,Fifth Hampden,Hampden and Hampshire,1,Eighth
Holyoke,7,B,Fifth Hampden,Hampden and Hampshire,1,Eighth
Hopedale,-,1,Tenth Worcester,Worcester & Hampden,4,Seventh
Hopkinton,-,1,Eighth Middlesex,Middlesex and Norfolk,2,Second
Hopkinton,-,2,Eighth Middlesex,Middlesex and Norfolk,2,Second
Hopkinton,-,3,Eighth Middlesex,Middlesex and Norfolk,2,Second
Hopkinton,-,4,Eighth Middlesex,Middlesex and Norfolk,2,Second
Hopkinton,-,5,Eighth Middlesex,Middlesex and Norfolk,2,Second
Hubbardston,-,1,Fifth Worcester,Worcester & Hampshire,2,Seventh
Hudson,-,1,Third Middlesex,Middlesex and Worcester,3,Third
Hudson,-,2,Third Middlesex,Middlesex and Worcester,3,Third
Hudson,-,3,Third Middlesex,Middlesex and Worcester,3,Third
Hudson,-,4,Third Middlesex,Middlesex and Worcester,3,Third
Hudson,-,5,Third Middlesex,Middlesex and Worcester,3,Third
Hudson,-,6,Third Middlesex,Middlesex and Worcester,3,Third
Hull,-,1,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hull,-,2,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Hull,-,3,Third Plymouth,First Plymouth & Norfolk,8,Fourth
Huntington,-,1,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Ipswich,-,1,Second Essex,First Essex and Middlesex,6,Fifth
Ipswich,-,2,Second Essex,First Essex and Middlesex,6,Fifth
Ipswich,-,3,Second Essex,First Essex and Middlesex,6,Fifth
Ipswich,-,4,Second Essex,First Essex and Middlesex,6,Fifth
Kingston,-,1,Twelfth Plymouth,Plymouth and Barnstable,9,First
Kingston,-,2,Twelfth Plymouth,Plymouth and Barnstable,9,First
Kingston,-,3,Twelfth Plymouth,Plymouth and Barnstable,9,First
Kingston,-,4,Twelfth Plymouth,Plymouth and Barnstable,9,First
Lakeville,-,1,Twelfth Bristol,First Bristol and Plymouth,4,First
Lakeville,-,2,Twelfth Bristol,First Bristol and Plymouth,4,First
Lakeville,-,3,Twelfth Bristol,First Bristol and Plymouth,4,First
Lancaster,-,1,Twelfth Worcester,Worcester and Middlesex,3,Seventh
Lancaster,-,2,Twelfth Worcester,Worcester and Middlesex,3,Seventh
Lanesborough,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Lawrence,A,1,Fourth Essex,First Essex,3,Fifth
Lawrence,A,2,Fourth Essex,First Essex,3,Fifth
Lawrence,A,2A,Sixteenth Essex,First Essex,3,Fifth
Lawrence,A,3,Sixteenth Essex,First Essex,3,Fifth
Lawrence,A,4,Sixteenth Essex,First Essex,3,Fifth
Lawrence,B,1,Fourth Essex,First Essex,3,Fifth
Lawrence,B,2,Fourth Essex,First Essex,3,Fifth
Lawrence,B,3,Fourth Essex,First Essex,3,Fifth
Lawrence,B,4,Fourth Essex,First Essex,3,Fifth
Lawrence,C,1,Seventeenth Essex,First Essex,3,Fifth
Lawrence,C,2,Seventeenth Essex,First Essex,3,Fifth
Lawrence,C,3,Seventeenth Essex,First Essex,3,Fifth
Lawrence,C,4,Seventeenth Essex,First Essex,3,Fifth
Lawrence,D,1,Seventeenth Essex,First Essex,3,Fifth
Lawrence,D,2,Seventeenth Essex,First Essex,3,Fifth
Lawrence,D,3,Seventeenth Essex,First Essex,3,Fifth
Lawrence,D,4,Seventeenth Essex,First Essex,3,Fifth
Lawrence,E,1,Seventeenth Essex,First Essex,3,Fifth
Lawrence,E,1A,Sixteenth Essex,First Essex,3,Fifth
Lawrence,E,2,Sixteenth Essex,First Essex,3,Fifth
Lawrence,E,3,Sixteenth Essex,First Essex,3,Fifth
Lawrence,E,4,Sixteenth Essex,First Essex,3,Fifth
Lawrence,F,1,Sixteenth Essex,First Essex,3,Fifth
Lawrence,F,2,Sixteenth Essex,First Essex,3,Fifth
Lawrence,F,3,Sixteenth Essex,First Essex,3,Fifth
Lawrence,F,4,Sixteenth Essex,First Essex,3,Fifth
Lee,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Leicester,-,1,Fifth Worcester,Worcester & Hampshire,2,Seventh
Leicester,-,2,Seventeenth Worcester,Worcester & Hampshire,2,Seventh
Leicester,-,3,Seventh Worcester,Worcester & Hampshire,2,Seventh
Leicester,-,4,Seventeenth Worcester,Worcester & Hampshire,2,Seventh
Lenox,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Leominster,1,A,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,1,B,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,1,C,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,2,A,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,2,B,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,2,C,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,3,A,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,3,B,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,3,C,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,4,A,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,4,B,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,4,C,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,5,A,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,5,B,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leominster,5,C,Fourth Worcester,Worcester and Middlesex,2,Seventh
Leverett,-,1,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Lexington,-,1,Fifteenth Middlesex,Fourth Middlesex,5,Third
Lexington,-,2,Fifteenth Middlesex,Fourth Middlesex,5,Third
Lexington,-,3,Fifteenth Middlesex,Third Middlesex,5,Third
Lexington,-,4,Fifteenth Middlesex,Fourth Middlesex,5,Third
Lexington,-,5,Fifteenth Middlesex,Fourth Middlesex,5,Third
Lexington,-,6,Twenty-First Middlesex,Fourth Middlesex,5,Third
Lexington,-,7,Fifteenth Middlesex,Fourth Middlesex,5,Third
Lexington,-,8,Fifteenth Middlesex,Third Middlesex,5,Third
Lexington,-,9,Fifteenth Middlesex,Third Middlesex,5,Third
Leyden,-,1,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Lincoln,-,1,Thirteenth Middlesex,Third Middlesex,5,Third
Lincoln,-,2,Fourteenth Norfolk,Third Middlesex,5,Third
Littleton,-,1,Second Middlesex,Middlesex and Worcester,3,Third
Littleton,-,2,Second Middlesex,Middlesex and Worcester,3,Third
Littleton,-,3,Second Middlesex,Middlesex and Worcester,3,Third
Longmeadow,-,A,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Longmeadow,-,B,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Longmeadow,-,C,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Longmeadow,-,D,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Longmeadow,-,E,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Lowell,1,1,Sixteenth Middlesex,First Middlesex,3,Fifth
Lowell,1,1A,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,1,2,Sixteenth Middlesex,First Middlesex,3,Fifth
Lowell,1,3,Sixteenth Middlesex,First Middlesex,3,Fifth
Lowell,1,4,Sixteenth Middlesex,First Middlesex,3,Fifth
Lowell,2,1,Sixteenth Middlesex,First Middlesex,3,Fifth
Lowell,2,2,Sixteenth Middlesex,First Middlesex,3,Fifth
