City/Town,Ward,Pct,Obama_12,Romney_12,Clinton_16,Trump_16,US_House,State_Rep,State_Sen,PVI_N,PVI
Shrewsbury,-,10,971,801,1093,650,2nd Congressional,11th Worcester,2nd Worcester,7.18450301771,D+7
Shrewsbury,-,2,1012,730,967,639,2nd Congressional,11th Worcester,2nd Worcester,7.57464698171,D+8
Shrewsbury,-,3,899,562,838,586,2nd Congressional,11th Worcester,2nd Worcester,8.67270288409,D+9
Shrewsbury,-,4,933,754,1007,702,2nd Congressional,11th Worcester,2nd Worcester,5.59076123799,D+6
Shrewsbury,-,5,902,681,999,532,2nd Congressional,11th Worcester,2nd Worcester,9.51161564905,D+10
Shrewsbury,-,6,1140,794,1131,692,2nd Congressional,11th Worcester,2nd Worcester,8.91189590518,D+9
Shrewsbury,-,7,995,1182,1234,860,2nd Congressional,11th Worcester,2nd Worcester,0.653913474881,D+1
Shrewsbury,-,8,1079,1055,1262,808,2nd Congressional,11th Worcester,2nd Worcester,4.14979245959,D+4
Shrewsbury,-,9,726,571,875,454,2nd Congressional,11th Worcester,2nd Worcester,9.43198118494,D+9
Shutesbury,-,1,1028,156,980,142,2nd Congressional,1st Franklin,"Hampshire, Franklin and Worcester",35.541920553,D+36
Somerset,-,1,1251,782,993,958,4th Congressional,5th Bristol,1st Bristol and Plymouth,4.79003181854,D+5
Somerset,-,2,1281,849,1070,972,4th Congressional,5th Bristol,1st Bristol and Plymouth,4.81660022063,D+5
Somerset,-,3,1302,733,1076,912,4th Congressional,5th Bristol,1st Bristol and Plymouth,7.57484744196,D+8
Somerset,-,4,1184,665,903,855,4th Congressional,5th Bristol,1st Bristol and Plymouth,6.32444783025,D+6
Somerset,-,5,1116,668,859,869,4th Congressional,5th Bristol,1st Bristol and Plymouth,4.70049371167,D+5
Somerville,1,1,896,179,1032,199,7th Congressional,26th Middlesex,2nd Middlesex,32.0727097985,D+32
Somerville,1,2,940,250,1318,293,7th Congressional,26th Middlesex,2nd Middlesex,29.0787970186,D+29
Somerville,1,3,858,181,1041,193,7th Congressional,26th Middlesex,2nd Middlesex,32.0107050968,D+32
Somerville,2,1,1352,133,1617,133,7th Congressional,26th Middlesex,2nd Middlesex,40.2421649259,D+40
Somerville,2,2,1679,195,1915,147,7th Congressional,27th Middlesex,2nd Middlesex,39.7757062235,D+40
Somerville,2,3,1518,215,1797,176,7th Congressional,27th Middlesex,2nd Middlesex,37.9142718981,D+38
Somerville,3,1,1392,175,1598,163,7th Congressional,27th Middlesex,2nd Middlesex,38.3084806137,D+38
Somerville,3,2,1468,257,1652,202,7th Congressional,27th Middlesex,2nd Middlesex,35.6399192139,D+36
Somerville,3,3,1560,270,1903,175,7th Congressional,27th Middlesex,2nd Middlesex,37.0778319443,D+37
Somerville,4,1,947,265,1054,231,7th Congressional,34th Middlesex,2nd Middlesex,28.6008940098,D+29
Somerville,4,2,1043,193,1243,190,7th Congressional,34th Middlesex,2nd Middlesex,34.1147868145,D+34
Somerville,4,3,1165,250,1432,233,7th Congressional,34th Middlesex,2nd Middlesex,32.7829124319,D+33
Somerville,5,1,1418,292,1643,260,7th Congressional,27th Middlesex,2nd Middlesex,33.1865684216,D+33
Somerville,5,2,1477,231,1956,227,7th Congressional,27th Middlesex,2nd Middlesex,36.6939775939,D+37
Somerville,5,3,1725,263,2000,182,7th Congressional,27th Middlesex,2nd Middlesex,37.793267784,D+38
Somerville,6,1,1874,240,2183,159,7th Congressional,27th Middlesex,2nd Middlesex,39.5105115832,D+40
Somerville,6,2,1731,242,2012,179,7th Congressional,27th Middlesex,2nd Middlesex,38.3542599125,D+38
Somerville,6,3,1276,200,1270,120,7th Congressional,27th Middlesex,2nd Middlesex,37.2993433144,D+37
Somerville,7,1,1701,288,1974,203,7th Congressional,34th Middlesex,2nd Middlesex,36.678844872,D+37
Somerville,7,2,1456,215,1535,171,7th Congressional,34th Middlesex,2nd Middlesex,37.0344670662,D+37
Somerville,7,3,1377,351,1565,292,7th Congressional,34th Middlesex,2nd Middlesex,30.5288868201,D+31
Southampton,-,1,1866,1590,1744,1692,1st Congressional,1st Hampshire,2nd Hampden and Hampshire,0.844301130265,D+1
Southborough,-,1,1059,986,1236,653,5th Congressional,8th Middlesex,Middlesex and Worcester,6.80230051713,D+7
Southborough,-,2,907,930,1128,615,5th Congressional,8th Middlesex,Middlesex and Worcester,5.30830603272,D+5
Southborough,-,3,990,875,1166,630,5th Congressional,8th Middlesex,Middlesex and Worcester,7.35574399805,D+7
Southbridge,-,1,880,455,769,510,1st Congressional,6th Worcester,Worcester and Norfolk,11.5481277063,D+12
Southbridge,-,2,810,330,722,411,1st Congressional,6th Worcester,Worcester and Norfolk,15.8646426243,D+16
Southbridge,-,3,859,530,685,600,1st Congressional,6th Worcester,Worcester and Norfolk,6.20594228164,D+6
Southbridge,-,4,950,749,811,764,1st Congressional,6th Worcester,Worcester and Norfolk,2.25214661861,D+2
Southbridge,-,5,785,231,727,301,1st Congressional,6th Worcester,Worcester and Norfolk,22.4373333535,D+22
Southwick,-,1,685,1113,644,1150,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-14.536382972,R+15
Southwick,-,2,643,763,548,866,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-9.30122683308,R+9
Southwick,-,3,722,896,667,945,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-8.53217341104,R+9
Spencer,-,1,659,690,593,748,2nd Congressional,6th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-4.99251845691,R+5
Spencer,-,2,586,602,517,670,2nd Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-5.09316412312,R+5
Spencer,-,3,673,752,542,859,2nd Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-8.54163881303,R+9
Spencer,-,4,699,741,613,768,2nd Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-5.02693900698,R+5
Springfield,1,A,779,9,664,25,1st Congressional,10th Hampden,Hampden,46.1627671743,D+46
Springfield,1,B,747,30,686,62,1st Congressional,10th Hampden,Hampden,42.4319437285,D+42
Springfield,1,C,560,30,550,47,1st Congressional,10th Hampden,Hampden,41.9777887435,D+42
Springfield,1,D,614,50,626,49,1st Congressional,10th Hampden,Hampden,41.0711533172,D+41
Springfield,1,E,765,40,694,62,1st Congressional,10th Hampden,Hampden,41.9304577117,D+42
Springfield,1,F,607,39,613,44,1st Congressional,10th Hampden,Hampden,42.0948150343,D+42
Springfield,1,G,682,69,674,69,1st Congressional,10th Hampden,Hampden,39.2277828226,D+39
Springfield,1,H,639,56,676,62,1st Congressional,10th Hampden,Hampden,40.2302574804,D+40
Springfield,2,A,640,78,577,105,1st Congressional,9th Hampden,Hampden,35.3933020423,D+35
Springfield,2,B,839,222,816,222,1st Congressional,9th Hampden,Hampden,27.3118006471,D+27
Springfield,2,C,730,114,532,127,1st Congressional,9th Hampden,Hampden,32.430133142,D+32
Springfield,2,D,727,190,718,224,1st Congressional,9th Hampden,Hampden,26.1946929591,D+26
Springfield,2,E,731,230,648,238,1st Congressional,6th Hampden,Hampden,23.1263440409,D+23
Springfield,2,F,775,151,804,179,1st Congressional,9th Hampden,Hampden,31.1781931596,D+31
Springfield,2,G,818,283,717,313,1st Congressional,9th Hampden,1st Hampden and Hampshire,20.4966405152,D+20
Springfield,2,H,738,210,709,262,1st Congressional,11th Hampden,Hampden,23.8685867888,D+24
Springfield,3,A,617,69,545,68,1st Congressional,11th Hampden,Hampden,37.9181563258,D+38
Springfield,3,B,562,36,570,49,1st Congressional,10th Hampden,Hampden,41.4803427748,D+41
Springfield,3,C,463,47,429,44,1st Congressional,10th Hampden,Hampden,39.2073552322,D+39
Springfield,3,D,571,29,569,41,1st Congressional,10th Hampden,Hampden,42.6796066468,D+43
Springfield,3,E,504,41,481,46,1st Congressional,10th Hampden,Hampden,40.3490589719,D+40
Springfield,3,F,513,91,441,67,1st Congressional,10th Hampden,Hampden,34.2560975202,D+34
Springfield,3,G,465,48,401,49,1st Congressional,10th Hampden,Hampden,38.3920411018,D+38
Springfield,3,H,567,79,550,90,1st Congressional,10th Hampden,Hampden,35.323206508,D+35
Springfield,4,A,801,73,678,77,1st Congressional,11th Hampden,Hampden,39.256627483,D+39
Springfield,4,B,875,36,773,46,1st Congressional,11th Hampden,Hampden,43.7248462207,D+44
Springfield,4,C,700,12,618,19,1st Congressional,11th Hampden,Hampden,46.1667320963,D+46
Springfield,4,D,718,25,659,30,1st Congressional,11th Hampden,Hampden,44.6239484908,D+45
Springfield,4,E,703,21,584,28,1st Congressional,11th Hampden,Hampden,44.7970659431,D+45
Springfield,4,F,257,29,227,17,1st Congressional,11th Hampden,1st Hampden and Hampshire,39.7854853307,D+40
Springfield,4,G,872,42,769,54,1st Congressional,11th Hampden,Hampden,42.9379603201,D+43
Springfield,4,H,761,18,658,30,1st Congressional,11th Hampden,Hampden,45.1927469736,D+45
Springfield,5,A,759,63,712,64,1st Congressional,11th Hampden,Hampden,40.5172963209,D+41
Springfield,5,B,812,146,775,172,1st Congressional,11th Hampden,Hampden,31.7718172279,D+32
Springfield,5,C,710,199,612,209,1st Congressional,9th Hampden,Hampden,24.8809155848,D+25
Springfield,5,D,765,366,687,386,1st Congressional,9th Hampden,1st Hampden and Hampshire,14.3449483996,D+14
Springfield,5,E,929,178,897,174,1st Congressional,11th Hampden,Hampden,32.3031144521,D+32
Springfield,5,F,779,214,774,255,1st Congressional,11th Hampden,1st Hampden and Hampshire,25.2698740361,D+25
Springfield,5,G,750,421,680,488,1st Congressional,9th Hampden,1st Hampden and Hampshire,9.60196874968,D+10
Springfield,5,H,656,306,525,360,1st Congressional,9th Hampden,1st Hampden and Hampshire,12.4062574139,D+12
Springfield,6,A,605,133,581,113,1st Congressional,10th Hampden,Hampden,31.285959664,D+31
Springfield,6,B,688,262,672,234,1st Congressional,10th Hampden,1st Hampden and Hampshire,21.7405926827,D+22
Springfield,6,C,676,228,597,212,1st Congressional,12th Hampden,Hampden,22.7787994987,D+23
Springfield,6,D,738,400,680,428,1st Congressional,12th Hampden,1st Hampden and Hampshire,11.5991918782,D+12
Springfield,6,E,588,120,539,91,1st Congressional,11th Hampden,Hampden,32.6949249336,D+33
Springfield,6,F,600,111,587,113,1st Congressional,10th Hampden,Hampden,32.5894648448,D+33
Springfield,6,G,615,180,560,184,1st Congressional,12th Hampden,Hampden,24.8130087164,D+25
Springfield,6,H,699,347,678,341,1st Congressional,12th Hampden,1st Hampden and Hampshire,15.1475393304,D+15
Springfield,7,A,697,358,638,335,1st Congressional,11th Hampden,1st Hampden and Hampshire,14.2931329806,D+14
Springfield,7,B,812,479,770,438,1st Congressional,12th Hampden,1st Hampden and Hampshire,11.7700527426,D+12
Springfield,7,C,781,450,717,427,1st Congressional,12th Hampden,1st Hampden and Hampshire,11.5384148243,D+12
Springfield,7,D,718,369,630,409,1st Congressional,12th Hampden,1st Hampden and Hampshire,11.8701868696,D+12
Springfield,7,E,728,174,650,184,1st Congressional,12th Hampden,1st Hampden and Hampshire,27.8426107981,D+28
Springfield,7,F,781,487,736,471,1st Congressional,9th Hampden,1st Hampden and Hampshire,9.75765990665,D+10
Springfield,7,G,793,515,683,532,1st Congressional,12th Hampden,1st Hampden and Hampshire,6.96651420469,D+7
Springfield,7,H,397,196,356,187,1st Congressional,9th Hampden,1st Hampden and Hampshire,14.7499418813,D+15
Springfield,8,A,706,238,623,264,1st Congressional,9th Hampden,1st Hampden and Hampshire,21.0480184346,D+21
Springfield,8,B,737,164,651,215,1st Congressional,9th Hampden,Hampden,27.0159473653,D+27
Springfield,8,C,836,124,776,121,1st Congressional,11th Hampden,Hampden,35.2714080505,D+35
Springfield,8,D,499,81,480,113,1st Congressional,9th Hampden,Hampden,31.9259411849,D+32
Springfield,8,E,500,154,501,152,1st Congressional,7th Hampden,Hampden,25.0523358165,D+25
Springfield,8,F,688,200,575,280,1st Congressional,7th Hampden,Hampden,20.9260042798,D+21
Springfield,8,G,730,237,681,265,1st Congressional,7th Hampden,Hampden,22.223225125,D+22
Springfield,8,H,757,118,662,169,1st Congressional,9th Hampden,Hampden,31.6417528881,D+32
Sterling,-,1,1047,1317,1081,1083,2nd Congressional,1st Worcester,Worcester and Middlesex,-4.53880295518,R+5
Sterling,-,2,1003,1362,1081,1244,2nd Congressional,12th Worcester,Worcester and Middlesex,-7.10030136922,R+7
Stockbridge,-,1,945,226,965,252,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",28.447980195,D+28
Stoneham,-,1,988,659,970,697,5th Congressional,31st Middlesex,5th Middlesex,7.54741015506,D+8
Stoneham,-,2,1068,749,1093,685,5th Congressional,31st Middlesex,5th Middlesex,8.57599626046,D+9
Stoneham,-,3,1063,889,1069,874,5th Congressional,31st Middlesex,5th Middlesex,3.20157271899,D+3
Stoneham,-,4,836,803,877,699,5th Congressional,31st Middlesex,5th Middlesex,1.74622361528,D+2
Stoneham,-,5,900,936,946,840,5th Congressional,31st Middlesex,5th Middlesex,-0.568952434315,R+1
Stoneham,-,6,918,826,986,756,5th Congressional,31st Middlesex,5th Middlesex,3.08320450931,D+3
Stoneham,-,7,923,747,1021,692,5th Congressional,31st Middlesex,5th Middlesex,5.92852014964,D+6
Stoughton,-,1,1147,706,1220,642,8th Congressional,6th Norfolk,"Norfolk, Bristol and Plymouth",12.1794008694,D+12
Stoughton,-,2,997,705,1032,597,8th Congressional,8th Norfolk,"Norfolk, Bristol and Plymouth",9.37736946092,D+9
Stoughton,-,3,991,707,1058,628,8th Congressional,8th Norfolk,"Norfolk, Bristol and Plymouth",9.0143760038,D+9
Stoughton,-,4,1055,1010,1084,839,8th Congressional,8th Norfolk,"Norfolk, Bristol and Plymouth",2.10063833689,D+2
Stoughton,-,5,906,588,908,598,8th Congressional,6th Norfolk,"Norfolk, Bristol and Plymouth",8.93139728039,D+9
Stoughton,-,6,1263,837,1311,714,8th Congressional,8th Norfolk,"Norfolk, Bristol and Plymouth",10.8647306137,D+11
Stoughton,-,7,958,586,982,483,8th Congressional,6th Norfolk,"Norfolk, Bristol and Plymouth",12.9379775396,D+13
Stoughton,-,8,802,455,856,419,8th Congressional,6th Norfolk,"Norfolk, Bristol and Plymouth",13.9465631572,D+14
Stow,-,1,1216,1020,1391,686,3rd Congressional,3rd Middlesex,Middlesex and Worcester,8.90989639161,D+9
Stow,-,2,1138,815,1317,575,3rd Congressional,3rd Middlesex,Middlesex and Worcester,12.3138853601,D+12
Sturbridge,-,1,870,810,904,765,1st Congressional,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1.43576674391,D+1
Sturbridge,-,2,837,977,872,861,1st Congressional,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",-3.35370750299,R+3
Sturbridge,-,3,827,837,758,789,1st Congressional,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",-2.17369978179,R+2
Sudbury,-,1,898,715,1111,396,3rd Congressional,13th Middlesex,3rd Middlesex,12.8557562547,D+13
Sudbury,-,1A,299,315,381,144,5th Congressional,13th Middlesex,3rd Middlesex,8.16622315104,D+8
Sudbury,-,2,1211,801,1364,461,5th Congressional,13th Middlesex,Middlesex and Worcester,15.57445175,D+16
Sudbury,-,3,1199,917,1527,578,5th Congressional,13th Middlesex,Middlesex and Worcester,13.0465832553,D+13
Sudbury,-,4,1296,798,1574,444,5th Congressional,13th Middlesex,3rd Middlesex,18.2604504581,D+18
Sudbury,-,5,1230,841,1445,487,5th Congressional,13th Middlesex,3rd Middlesex,15.2896119527,D+15
Sunderland,-,1,1366,404,1353,387,2nd Congressional,1st Franklin,"Hampshire, Franklin and Worcester",25.9291180781,D+26
Sutton,-,1,766,1126,789,1017,2nd Congressional,18th Worcester,Worcester and Norfolk,-9.48551276107,R+9
Sutton,-,2,707,1018,706,982,2nd Congressional,18th Worcester,Worcester and Norfolk,-10.134741991,R+10
Sutton,-,3,716,953,817,882,2nd Congressional,18th Worcester,Worcester and Norfolk,-6.01864230789,R+6
Swampscott,-,1,760,522,784,506,6th Congressional,8th Essex,3rd Essex,8.49583481279,D+8
Swampscott,-,2,847,512,1008,413,6th Congressional,8th Essex,3rd Essex,15.1913493188,D+15
Swampscott,-,3,804,408,842,375,6th Congressional,8th Essex,3rd Essex,16.2292427586,D+16
Swampscott,-,4,858,549,1038,399,6th Congressional,8th Essex,3rd Essex,15.1313972804,D+15
Swampscott,-,5,799,559,890,436,6th Congressional,8th Essex,3rd Essex,11.3931955914,D+11
Swampscott,-,6,868,659,992,457,6th Congressional,8th Essex,3rd Essex,10.9647306137,D+11
Swansea,-,1,873,722,793,945,4th Congressional,5th Bristol,1st Bristol and Plymouth,-1.55027088643,R+2
Swansea,-,2,945,610,841,791,4th Congressional,5th Bristol,1st Bristol and Plymouth,4.50489377657,D+5
Swansea,-,3,951,569,797,800,4th Congressional,5th Bristol,1st Bristol and Plymouth,4.54429429675,D+5
Swansea,-,4,907,685,763,905,4th Congressional,4th Bristol,1st Bristol and Plymouth,-0.308275521245,EVEN
Swansea,-,5,840,691,734,910,4th Congressional,4th Bristol,1st Bristol and Plymouth,-1.96046623667,R+2
Taunton,1,A,821,433,720,495,4th Congressional,3rd Bristol,1st Plymouth and Bristol,10.87866338,D+11
Taunton,1,B,891,753,798,793,4th Congressional,3rd Bristol,1st Plymouth and Bristol,0.674931541081,D+1
Taunton,2,A,629,192,624,289,4th Congressional,3rd Bristol,1st Plymouth and Bristol,20.7253995872,D+21
Taunton,2,B,762,372,699,431,4th Congressional,3rd Bristol,1st Plymouth and Bristol,12.9965327339,D+13
Taunton,3,A,919,502,785,521,4th Congressional,3rd Bristol,1st Plymouth and Bristol,10.9509792386,D+11
Taunton,3,B,1026,651,929,737,4th Congressional,12th Bristol,1st Plymouth and Bristol,6.94513743395,D+7
Taunton,4,A,879,751,736,833,4th Congressional,12th Bristol,1st Plymouth and Bristol,-1.05074297177,R+1
Taunton,4,B,853,619,777,652,4th Congressional,12th Bristol,1st Plymouth and Bristol,4.65225215802,D+5
Taunton,5,A,733,391,705,458,4th Congressional,3rd Bristol,1st Plymouth and Bristol,11.3418622272,D+11
Taunton,5,B,842,353,694,393,4th Congressional,3rd Bristol,1st Plymouth and Bristol,15.7741083525,D+16
Taunton,6,A,681,347,582,414,4th Congressional,5th Bristol,1st Plymouth and Bristol,10.8659163845,D+11
Taunton,6,B,907,450,860,584,4th Congressional,5th Bristol,1st Plymouth and Bristol,11.5493432521,D+12
Taunton,7,A,1039,682,876,733,4th Congressional,3rd Bristol,1st Plymouth and Bristol,5.97223812123,D+6
Taunton,7,B,906,875,817,922,4th Congressional,3rd Bristol,1st Plymouth and Bristol,-2.58640574991,R+3
Taunton,8,A,910,764,856,836,4th Congressional,3rd Bristol,1st Plymouth and Bristol,0.9305654325,D+1
Taunton,8,B,971,790,907,882,4th Congressional,3rd Bristol,1st Plymouth and Bristol,1.36613906443,D+1
Templeton,-,A,611,709,550,768,2nd Congressional,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",-7.52465528468,R+8
Templeton,-,B,637,596,502,708,2nd Congressional,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",-4.91226488362,R+5
Templeton,-,C,612,552,469,592,2nd Congressional,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",-2.95099972335,R+3
Tewksbury,-,1,898,999,911,971,6th Congressional,19th Middlesex,2nd Essex and Middlesex,-3.66546255907,R+4
Tewksbury,-,1A,942,1121,930,1117,6th Congressional,19th Middlesex,2nd Essex and Middlesex,-5.9878241308,R+6
Tewksbury,-,2,969,964,894,1023,6th Congressional,19th Middlesex,2nd Essex and Middlesex,-3.14565899667,R+3
Tewksbury,-,2A,841,915,784,983,6th Congressional,19th Middlesex,2nd Essex and Middlesex,-5.40980813166,R+5
Tewksbury,-,3,1013,1223,1060,1171,6th Congressional,18th Essex,2nd Essex and Middlesex,-5.12828483288,R+5
Tewksbury,-,3A,939,1142,1072,1142,6th Congressional,18th Essex,2nd Essex and Middlesex,-4.71338347242,R+5
Tewksbury,-,4,945,1030,956,1029,6th Congressional,19th Middlesex,2nd Essex and Middlesex,-3.53021888123,R+4
Tewksbury,-,4A,1031,966,995,996,6th Congressional,19th Middlesex,2nd Essex and Middlesex,-0.732862164611,R+1
Tisbury,-,1,1845,595,1942,476,9th Congressional,"Barnstable, Dukes and Nantucket",Cape and Islands,26.4186211036,D+26
Tolland,-,1,110,155,101,190,1st Congressional,4th Berkshire,2nd Hampden and Hampshire,-13.5856290985,R+14
Topsfield,-,1,1801,2164,2100,1566,6th Congressional,4th Essex,2nd Essex,-0.414839560565,EVEN
Townsend,-,1,664,941,645,884,3rd Congressional,1st Middlesex,Worcester and Middlesex,-9.76756038819,R+10
Townsend,-,2,703,848,699,803,3rd Congressional,1st Middlesex,Worcester and Middlesex,-5.61322549502,R+6
Townsend,-,3,721,939,738,863,3rd Congressional,1st Middlesex,Worcester and Middlesex,-6.79439235469,R+7
Truro,-,1,1043,399,1095,361,9th Congressional,4th Barnstable,Cape and Islands,22.239747867,D+22
Tyngsborough,-,1,731,816,700,791,3rd Congressional,36th Middlesex,1st Middlesex,-4.43191191425,R+4
Tyngsborough,-,2,701,849,739,822,3rd Congressional,36th Middlesex,1st Middlesex,-5.2479019803,R+5
Tyngsborough,-,3,724,782,777,765,3rd Congressional,36th Middlesex,1st Middlesex,-2.28986256213,R+2
Tyngsborough,-,4,684,916,845,789,3rd Congressional,36th Middlesex,1st Middlesex,-4.25635782165,R+4
Tyringham,-,1,173,85,201,70,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",19.164163506,D+19
Upton,-,1,1056,1045,1214,914,2nd Congressional,9th Worcester,2nd Worcester,2.14172281046,D+2
Upton,-,2,939,1097,1082,904,2nd Congressional,9th Worcester,2nd Worcester,-1.28663686514,R+1
Uxbridge,-,1,802,1005,801,997,2nd Congressional,8th Worcester,Worcester and Norfolk,-7.0692499688,R+7
Uxbridge,-,2,931,805,872,814,2nd Congressional,8th Worcester,Worcester and Norfolk,1.15321687907,D+1
Uxbridge,-,3,733,977,741,940,2nd Congressional,8th Worcester,Worcester and Norfolk,-8.0672658475,R+8
Uxbridge,-,4,855,941,852,947,2nd Congressional,8th Worcester,Worcester and Norfolk,-4.05265464358,R+4
W. Boylston,-,1,935,872,932,771,2nd Congressional,14th Worcester,1st Worcester,1.65561380461,D+2
W. Boylston,-,2,1111,1219,1204,1067,2nd Congressional,14th Worcester,1st Worcester,-1.2201205056,R+1
W. Bridgewater,-,1,881,1109,799,1122,8th Congressional,10th Plymouth,"Norfolk, Bristol and Plymouth",-8.57950359747,R+9
W. Bridgewater,-,2,854,1062,824,1028,8th Congressional,10th Plymouth,"Norfolk, Bristol and Plymouth",-7.00236068139,R+7
W. Brookfield,-,1,965,951,869,1008,2nd Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-3.18304159825,R+3
W. Newbury,-,1,1390,1349,1620,1020,6th Congressional,2nd Essex,1st Essex and Middlesex,4.42308718558,D+4
W. Springfield,-,1,445,166,458,246,1st Congressional,6th Hampden,Hampden,17.1339321346,D+17
W. Springfield,-,2,541,303,576,373,1st Congressional,6th Hampden,Hampden,10.7625554882,D+11
W. Springfield,-,3,731,551,675,584,1st Congressional,6th Hampden,Hampden,3.79727685536,D+4
W. Springfield,-,4,906,613,776,674,1st Congressional,6th Hampden,Hampden,5.11680201824,D+5
W. Springfield,-,5,1030,1047,929,1044,1st Congressional,6th Hampden,Hampden,-3.16489901591,R+3
W. Springfield,-,6,952,935,858,993,1st Congressional,6th Hampden,Hampden,-3.11365354893,R+3
W. Springfield,-,7,923,1069,807,1082,1st Congressional,6th Hampden,Hampden,-6.95912921622,R+7
W. Springfield,-,8,647,488,632,541,1st Congressional,6th Hampden,Hampden,3.88067515445,D+4
W. Stockbridge,-,1,707,161,659,178,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",28.5820326665,D+29
W. Tisbury,-,1,1573,373,1688,329,9th Congressional,"Barnstable, Dukes and Nantucket",Cape and Islands,30.7508774722,D+31
Wakefield,-,1,1043,1099,1185,1082,6th Congressional,9th Essex,5th Middlesex,-1.00226870585,R+1
Wakefield,-,2,957,788,1032,764,6th Congressional,9th Essex,5th Middlesex,4.63530389811,D+5
Wakefield,-,3,1052,965,1123,869,6th Congressional,9th Essex,5th Middlesex,2.71766151919,D+3
Wakefield,-,4,1007,939,1297,870,6th Congressional,32nd Middlesex,5th Middlesex,4.48223608418,D+4
Wakefield,-,5,1231,1042,1262,860,6th Congressional,32nd Middlesex,5th Middlesex,5.18828010178,D+5
Wakefield,-,6,1188,961,1279,788,6th Congressional,32nd Middlesex,5th Middlesex,6.97991087938,D+7
Wakefield,-,7,1037,1026,1116,827,6th Congressional,9th Essex,5th Middlesex,2.20911403859,D+2
Wales,-,1,482,434,365,550,1st Congressional,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",-5.27639445454,R+5
Walpole,-,1,773,780,938,694,8th Congressional,12th Norfolk,Bristol and Norfolk,2.18529576286,D+2
Walpole,-,2,837,981,936,831,8th Congressional,12th Norfolk,Bristol and Norfolk,-2.07920244067,R+2
Walpole,-,3,906,939,957,808,8th Congressional,8th Norfolk,Bristol and Norfolk,0.0713788131703,EVEN
Walpole,-,4,846,833,936,610,8th Congressional,8th Norfolk,Bristol and Norfolk,3.72054456721,D+4
Walpole,-,5,689,840,778,683,8th Congressional,9th Norfolk,Bristol and Norfolk,-2.47172423577,R+2
Walpole,-,6,834,1014,972,788,8th Congressional,12th Norfolk,Bristol and Norfolk,-1.47983701377,R+1
Walpole,-,7,765,1015,907,809,8th Congressional,12th Norfolk,Bristol and Norfolk,-3.70918242975,R+4
Walpole,-,8,735,1064,846,823,8th Congressional,11th Norfolk,Bristol and Norfolk,-5.94703409216,R+6
Waltham,1,1,1049,702,1113,599,5th Congressional,9th Middlesex,3rd Middlesex,10.8961484595,D+11
Waltham,1,2,1071,802,1243,728,5th Congressional,9th Middlesex,3rd Middlesex,8.66244133173,D+9
Waltham,2,1,1132,641,1206,567,5th Congressional,9th Middlesex,3rd Middlesex,14.3981767502,D+14
Waltham,2,2,874,368,963,329,5th Congressional,9th Middlesex,3rd Middlesex,20.9588111189,D+21
Waltham,3,1,1024,941,1055,835,5th Congressional,9th Middlesex,3rd Middlesex,2.39469170322,D+2
Waltham,3,2,1049,732,1120,624,5th Congressional,9th Middlesex,3rd Middlesex,9.99664550734,D+10
Waltham,4,1,1032,826,1143,698,5th Congressional,9th Middlesex,3rd Middlesex,7.26440620172,D+7
Waltham,4,2,285,170,285,151,5th Congressional,10th Middlesex,3rd Middlesex,12.4377945868,D+12
Waltham,5,1,971,617,1182,476,5th Congressional,10th Middlesex,3rd Middlesex,14.7925186606,D+15
Waltham,5,2,915,325,1013,317,5th Congressional,9th Middlesex,3rd Middlesex,23.4841858666,D+23
Waltham,6,1,970,415,1055,377,5th Congressional,9th Middlesex,3rd Middlesex,20.3497146393,D+20
Waltham,6,2,665,331,664,230,5th Congressional,10th Middlesex,3rd Middlesex,18.7821909312,D+19
Waltham,7,1,969,610,1055,506,5th Congressional,9th Middlesex,3rd Middlesex,12.9233293398,D+13
Waltham,7,2,562,152,496,105,5th Congressional,10th Middlesex,3rd Middlesex,28.921004378,D+29
Waltham,8,1,879,278,1034,267,5th Congressional,10th Middlesex,3rd Middlesex,26.2922326479,D+26
Waltham,8,2,1039,433,1042,341,5th Congressional,10th Middlesex,3rd Middlesex,21.3543978642,D+21
Waltham,9,1,658,270,853,199,5th Congressional,10th Middlesex,3rd Middlesex,24.7778619269,D+25
Waltham,9,2,762,243,833,243,5th Congressional,10th Middlesex,3rd Middlesex,25.1105739583,D+25
