City/Town,Ward,Pct,Obama_12,Romney_12,Clinton_16,Trump_16,US_House,State_Rep,State_Sen,PVI_N,PVI
Abington,-,1,844,705,818,717,8th Congressional,7th Plymouth,Norfolk and Plymouth,2.35578119738,D+2
Abington,-,2,742,741,739,785,8th Congressional,7th Plymouth,Norfolk and Plymouth,-2.2835234601,R+2
Abington,-,3,815,801,773,808,8th Congressional,7th Plymouth,Norfolk and Plymouth,-1.86370229212,R+2
Abington,-,4,899,904,877,878,8th Congressional,7th Plymouth,Norfolk and Plymouth,-1.61958641832,R+2
Abington,-,5,844,910,908,829,8th Congressional,7th Plymouth,Norfolk and Plymouth,-1.34907631839,R+1
Acton,-,1,1228,583,1459,438,3rd Congressional,14th Middlesex,Middlesex and Worcester,20.9296712825,D+21
Acton,-,2,1216,722,1550,480,3rd Congressional,14th Middlesex,Middlesex and Worcester,18.172391904,D+18
Acton,-,3,1378,699,1580,435,3rd Congressional,37th Middlesex,Middlesex and Worcester,20.752120643,D+21
Acton,-,4,1462,636,1675,414,3rd Congressional,37th Middlesex,Middlesex and Worcester,23.3871094052,D+23
Acton,-,5,1454,565,1580,387,3rd Congressional,37th Middlesex,Middlesex and Worcester,24.5811380397,D+25
Acton,-,6,1134,670,1354,401,3rd Congressional,14th Middlesex,Middlesex and Worcester,18.3720079388,D+18
Acushnet,-,1,1034,574,783,786,9th Congressional,11th Bristol,2nd Bristol and Plymouth,5.65705041228,D+6
Acushnet,-,2,959,803,756,1043,9th Congressional,11th Bristol,2nd Bristol and Plymouth,-3.37464034949,R+3
Acushnet,-,3,1053,819,862,1005,9th Congressional,11th Bristol,2nd Bristol and Plymouth,-0.318366471058,EVEN
Adams,-,1,525,164,439,255,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",18.1682736361,D+18
Adams,-,2,607,172,476,270,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",19.4811240563,D+19
Adams,-,3,582,169,475,268,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",19.2143959417,D+19
Adams,-,4,590,129,446,233,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",22.5705961359,D+23
Adams,-,5,709,185,577,259,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",22.7999907293,D+23
Agawam,-,1,850,665,631,827,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-1.72026770447,R+2
Agawam,-,2,952,1042,850,1069,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-5.48364659047,R+5
Agawam,-,3,890,821,770,921,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-2.74044281367,R+3
Agawam,-,4,856,751,700,724,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-0.199076710591,EVEN
Agawam,-,5,1027,941,861,998,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-2.20158765124,R+2
Agawam,-,6,820,868,783,882,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-3.72733619212,R+4
Agawam,-,7,900,869,750,991,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-4.52672237773,R+5
Agawam,-,8,993,913,863,1009,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-2.40874741698,R+2
Alford,-,1,233,64,226,52,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",28.2908175702,D+28
Amesbury,-,1,863,718,930,623,6th Congressional,1st Essex,1st Essex,5.67596226656,D+6
Amesbury,-,2,889,519,901,503,6th Congressional,1st Essex,1st Essex,12.1204916379,D+12
Amesbury,-,3,890,609,960,498,6th Congressional,1st Essex,1st Essex,11.0281394741,D+11
Amesbury,-,4,734,455,805,502,6th Congressional,1st Essex,1st Essex,10.1233844599,D+10
Amesbury,-,5,711,677,745,675,6th Congressional,1st Essex,1st Essex,0.316582465576,EVEN
Amesbury,-,6,776,449,833,430,6th Congressional,1st Essex,1st Essex,13.1351486202,D+13
Amherst,-,1,958,149,955,101,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",36.906709347,D+37
Amherst,-,10,934,199,1222,154,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",34.3953802749,D+34
Amherst,-,2,1512,212,1409,143,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",37.6283447773,D+38
Amherst,-,3,1054,177,908,125,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",35.1255079989,D+35
Amherst,-,4,1043,275,910,162,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",30.1802117853,D+30
Amherst,-,5,1240,131,1023,95,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",39.3847788259,D+39
Amherst,-,6,1475,211,1464,134,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",37.9592494931,D+38
Amherst,-,7,1376,159,1440,131,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",39.127963067,D+39
Amherst,-,8,1797,231,1644,124,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",39.1127811933,D+39
Amherst,-,9,1409,167,1382,79,2nd Congressional,3rd Hampshire,"Hampshire, Franklin and Worcester",40.364631832,D+40
Andover,-,1,945,704,1101,433,6th Congressional,18th Essex,2nd Essex and Middlesex,12.7437127061,D+13
Andover,-,2,1087,1090,1312,865,3rd Congressional,17th Essex,2nd Essex and Middlesex,3.56349037486,D+4
Andover,-,3,1172,957,1431,651,3rd Congressional,17th Essex,2nd Essex and Middlesex,10.2790265054,D+10
Andover,-,4,1020,1010,1162,818,3rd Congressional,17th Essex,2nd Essex and Middlesex,2.87869570101,D+3
Andover,-,5,1045,1048,1257,758,3rd Congressional,18th Essex,2nd Essex and Middlesex,4.50173158743,D+5
Andover,-,6,988,1126,1207,842,3rd Congressional,18th Essex,2nd Essex and Middlesex,1.19112984505,D+1
Andover,-,7,782,873,980,548,3rd Congressional,18th Essex,2nd Essex and Middlesex,3.82131245475,D+4
Andover,-,7A,252,213,256,163,6th Congressional,18th Essex,2nd Essex and Middlesex,5.93079396214,D+6
Andover,-,8,1072,1044,1278,685,6th Congressional,18th Essex,2nd Essex and Middlesex,6.07689045682,D+6
Andover,-,9,1035,1024,1232,752,3rd Congressional,18th Essex,2nd Essex and Middlesex,4.53695421006,D+5
Andover,-,9A,3,7,6,7,6th Congressional,18th Essex,2nd Essex and Middlesex,-12.4048346037,R+12
Aquinnah,-,1,252,38,232,34,9th Congressional,"Barnstable, Dukes and Nantucket",Cape and Islands,35.515090326,D+36
Arlington,-,1,731,189,802,173,5th Congressional,23rd Middlesex,4th Middlesex,29.3618282391,D+29
Arlington,-,10,1033,275,1129,192,5th Congressional,24th Middlesex,4th Middlesex,30.7013224737,D+31
Arlington,-,11,875,419,1007,306,5th Congressional,23rd Middlesex,4th Middlesex,20.6549876141,D+21
Arlington,-,12,1001,382,1122,229,5th Congressional,24th Middlesex,4th Middlesex,26.1165228595,D+26
Arlington,-,13,737,586,846,375,5th Congressional,23rd Middlesex,4th Middlesex,10.689573381,D+11
Arlington,-,14,879,291,930,201,5th Congressional,23rd Middlesex,4th Middlesex,27.082722791,D+27
Arlington,-,15,842,380,1000,271,5th Congressional,23rd Middlesex,4th Middlesex,22.3516138869,D+22
Arlington,-,16,878,315,924,199,5th Congressional,23rd Middlesex,4th Middlesex,26.2712936534,D+26
Arlington,-,17,789,224,908,193,5th Congressional,23rd Middlesex,4th Middlesex,28.7390920139,D+29
Arlington,-,18,805,505,958,323,5th Congressional,23rd Middlesex,4th Middlesex,16.5079571672,D+17
Arlington,-,19,969,371,1003,268,5th Congressional,23rd Middlesex,4th Middlesex,23.9913487677,D+24
Arlington,-,2,941,340,1028,232,5th Congressional,24th Middlesex,4th Middlesex,25.9539081029,D+26
Arlington,-,20,928,308,1014,225,5th Congressional,23rd Middlesex,4th Middlesex,26.9293770784,D+27
Arlington,-,21,891,281,999,159,5th Congressional,23rd Middlesex,4th Middlesex,29.5806104421,D+30
Arlington,-,3,990,222,1049,169,5th Congressional,23rd Middlesex,4th Middlesex,32.3741956343,D+32
Arlington,-,4,948,237,1022,195,5th Congressional,24th Middlesex,4th Middlesex,30.4797181241,D+30
Arlington,-,5,857,306,932,233,5th Congressional,23rd Middlesex,4th Middlesex,25.3118096515,D+25
Arlington,-,6,921,230,946,178,5th Congressional,23rd Middlesex,4th Middlesex,30.5306646797,D+31
Arlington,-,7,864,268,938,173,5th Congressional,23rd Middlesex,4th Middlesex,28.8035625353,D+29
Arlington,-,8,1100,237,1169,153,5th Congressional,24th Middlesex,4th Middlesex,33.7975625054,D+34
Arlington,-,9,871,328,813,205,5th Congressional,23rd Middlesex,4th Middlesex,24.4232330946,D+24
Ashburnham,-,1,1632,1535,1439,1522,3rd Congressional,2nd Worcester,"Worcester, Hampden, Hampshire and Middlesex",-1.42103962126,R+1
Ashby,-,1,827,961,722,974,3rd Congressional,1st Middlesex,"Worcester, Hampden, Hampshire and Middlesex",-7.07487903036,R+7
Ashfield,-,1,892,187,836,184,1st Congressional,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",30.7896472407,D+31
Ashland,-,1,952,668,1121,536,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,11.7238090391,D+12
Ashland,-,2,948,769,1166,588,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,9.36936904645,D+9
Ashland,-,3,978,697,1139,565,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,11.1164027061,D+11
Ashland,-,4,1130,623,1147,576,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,13.9710597276,D+14
Ashland,-,5,971,652,1111,503,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,12.7835443301,D+13
Athol,-,1,878,810,733,856,2nd Congressional,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",-2.3744515651,R+2
Athol,-,2,758,671,608,781,2nd Congressional,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",-3.06117428337,R+3
Athol,-,3,907,598,735,698,2nd Congressional,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",4.35309004191,D+4
Attleboro,1,A,837,687,761,761,4th Congressional,2nd Bristol,"Norfolk, Bristol and Middlesex",0.926976181682,D+1
Attleboro,1,B,859,754,779,758,4th Congressional,2nd Bristol,"Norfolk, Bristol and Middlesex",0.464730613724,EVEN
Attleboro,2,A,958,813,894,774,4th Congressional,2nd Bristol,"Norfolk, Bristol and Middlesex",2.31759481843,D+2
Attleboro,2,B,911,833,949,861,4th Congressional,2nd Bristol,"Norfolk, Bristol and Middlesex",0.800127349796,D+1
Attleboro,3,A,931,659,933,650,4th Congressional,2nd Bristol,"Norfolk, Bristol and Middlesex",7.21039717534,D+7
Attleboro,3,B,939,788,949,694,4th Congressional,14th Bristol,Bristol and Norfolk,4.48846948613,D+4
Attleboro,4,A,796,496,815,485,4th Congressional,2nd Bristol,Bristol and Norfolk,10.6175083915,D+11
Attleboro,4,B,1009,994,1072,1021,4th Congressional,2nd Bristol,Bristol and Norfolk,-0.729605323776,R+1
Attleboro,5,A,633,296,689,349,4th Congressional,2nd Bristol,Bristol and Norfolk,15.6736782497,D+16
Attleboro,5,B,908,725,912,682,4th Congressional,2nd Bristol,Bristol and Norfolk,4.86386293477,D+5
Attleboro,6,A,843,658,818,762,4th Congressional,2nd Bristol,Bristol and Norfolk,2.37579844884,D+2
Attleboro,6,B,878,767,947,774,4th Congressional,2nd Bristol,Bristol and Norfolk,2.68338777356,D+3
Auburn,-,1,910,873,934,841,2nd Congressional,7th Worcester,2nd Worcester,0.291599641268,EVEN
Auburn,-,2,939,806,959,822,2nd Congressional,7th Worcester,2nd Worcester,2.29343169143,D+2
Auburn,-,3,964,905,968,839,2nd Congressional,7th Worcester,2nd Worcester,1.02185792602,D+1
Auburn,-,4,910,740,830,746,2nd Congressional,7th Worcester,2nd Worcester,2.4014944079,D+2
Auburn,-,5,797,797,805,752,2nd Congressional,7th Worcester,2nd Worcester,-0.69426653004,R+1
Avon,-,1,1222,1131,1254,1068,8th Congressional,6th Norfolk,"Norfolk, Bristol and Plymouth",1.42729745864,D+1
Ayer,-,1,1020,777,1078,729,3rd Congressional,1st Middlesex,Middlesex and Worcester,6.6778271731,D+7
Ayer,-,2,1005,781,1084,769,3rd Congressional,37th Middlesex,Middlesex and Worcester,5.87061135019,D+6
Barnstable,-,1,1248,1233,1278,1015,9th Congressional,1st Barnstable,Cape and Islands,1.37633513823,D+1
Barnstable,-,10,916,992,928,929,9th Congressional,2nd Barnstable,Cape and Islands,-2.5578457475,R+3
Barnstable,-,11,1156,1240,1124,1101,9th Congressional,5th Barnstable,Cape and Islands,-2.19529968275,R+2
Barnstable,-,12,1060,1118,1050,1032,9th Congressional,5th Barnstable,Cape and Islands,-2.00475295435,R+2
Barnstable,-,13,955,681,868,619,9th Congressional,2nd Barnstable,Cape and Islands,6.83808956345,D+7
Barnstable,-,2,1017,1033,1022,946,9th Congressional,2nd Barnstable,Cape and Islands,-0.788629266813,R+1
Barnstable,-,3,974,649,912,643,9th Congressional,2nd Barnstable,Cape and Islands,7.81023092839,D+8
Barnstable,-,4,969,1001,994,879,9th Congressional,2nd Barnstable,Cape and Islands,-0.455383880161,EVEN
Barnstable,-,5,988,1356,1049,1115,9th Congressional,2nd Barnstable,Cape and Islands,-6.34893398255,R+6
Barnstable,-,6,1042,1053,1033,1006,9th Congressional,2nd Barnstable,Cape and Islands,-1.34175221163,R+1
Barnstable,-,7,1120,1156,1252,994,9th Congressional,2nd Barnstable,Cape and Islands,0.919396690681,D+1
Barnstable,-,8,844,544,875,575,9th Congressional,2nd Barnstable,Cape and Islands,9.03555513804,D+9
Barnstable,-,9,658,299,620,341,9th Congressional,2nd Barnstable,Cape and Islands,15.0966388515,D+15
Barre,-,1,708,662,639,712,2nd Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-2.03141051086,R+2
Barre,-,2,637,617,562,717,2nd Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-4.20009370527,R+4
Becket,-,1,686,259,571,368,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",15.1844758367,D+15
Bedford,-,1,1281,778,1419,548,6th Congressional,21st Middlesex,3rd Middlesex,15.5288140713,D+16
Bedford,-,2,1005,770,1165,648,6th Congressional,21st Middlesex,3rd Middlesex,8.94410631049,D+9
Bedford,-,3,1201,757,1379,512,6th Congressional,21st Middlesex,3rd Middlesex,15.4951281196,D+15
Bedford,-,4,982,756,1122,503,6th Congressional,21st Middlesex,3rd Middlesex,11.0279182438,D+11
Belchertown,-,A,1119,649,1103,698,2nd Congressional,2nd Franklin,1st Hampden and Hampshire,10.723066282,D+11
Belchertown,-,B,1009,800,977,894,2nd Congressional,7th Hampden,1st Hampden and Hampshire,2.43212191807,D+2
Belchertown,-,C,1133,902,1048,955,2nd Congressional,7th Hampden,1st Hampden and Hampshire,2.47661768653,D+2
Belchertown,-,D,1339,563,1280,606,2nd Congressional,7th Hampden,1st Hampden and Hampshire,17.6041181533,D+18
Bellingham,-,1,802,803,797,786,4th Congressional,8th Worcester,Worcester and Norfolk,-1.37843124324,R+1
Bellingham,-,2,949,897,846,834,4th Congressional,8th Worcester,Worcester and Norfolk,-0.627725427115,R+1
Bellingham,-,3,857,752,895,791,4th Congressional,8th Worcester,Worcester and Norfolk,1.63620254089,D+2
Bellingham,-,4,691,759,687,711,4th Congressional,8th Worcester,Worcester and Norfolk,-3.1504379256,R+3
Bellingham,-,4A,79,94,104,92,2nd Congressional,8th Worcester,Worcester and Norfolk,-1.94177345132,R+2
Bellingham,-,5,885,828,704,845,2nd Congressional,8th Worcester,Worcester and Norfolk,-2.82282303434,R+3
Belmont,-,1,1238,576,1326,339,5th Congressional,24th Middlesex,2nd Suffolk and Middlesex,22.1640695042,D+22
Belmont,-,2,1092,867,1248,501,5th Congressional,24th Middlesex,2nd Suffolk and Middlesex,11.5715267302,D+12
Belmont,-,3,1163,511,1317,366,5th Congressional,24th Middlesex,2nd Suffolk and Middlesex,22.3402146769,D+22
Belmont,-,4,1093,428,1132,322,5th Congressional,24th Middlesex,2nd Suffolk and Middlesex,23.2546465801,D+23
Belmont,-,5,1154,543,1275,350,5th Congressional,24th Middlesex,2nd Suffolk and Middlesex,21.5833338648,D+22
Belmont,-,6,1269,524,1366,339,5th Congressional,24th Middlesex,2nd Suffolk and Middlesex,23.7934899047,D+24
Belmont,-,7,1212,507,1339,345,5th Congressional,24th Middlesex,2nd Suffolk and Middlesex,23.4279983187,D+23
Belmont,-,8,1092,796,1249,544,5th Congressional,24th Middlesex,2nd Suffolk and Middlesex,12.0615792961,D+12
Berkley,-,1,853,885,793,1003,4th Congressional,12th Bristol,1st Plymouth and Bristol,-4.95915167264,R+5
Berkley,-,2,720,804,662,923,4th Congressional,12th Bristol,1st Plymouth and Bristol,-7.08367723446,R+7
Berlin,-,1,921,830,1009,745,3rd Congressional,12th Worcester,Worcester and Middlesex,3.52892462228,D+4
Bernardston,-,1,809,329,711,382,1st Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",16.5956136258,D+17
Beverly,1,1,939,683,941,640,6th Congressional,6th Essex,2nd Essex,7.1597040761,D+7
Beverly,1,2,1090,764,1072,705,6th Congressional,6th Essex,2nd Essex,8.00755628158,D+8
Beverly,2,1,1001,452,1111,435,6th Congressional,6th Essex,2nd Essex,18.8882051052,D+19
Beverly,2,2,1165,598,1336,484,6th Congressional,6th Essex,2nd Essex,18.2665726455,D+18
Beverly,3,1,830,420,916,396,6th Congressional,6th Essex,2nd Essex,16.6146135177,D+17
Beverly,3,2,1042,617,1005,607,6th Congressional,6th Essex,2nd Essex,11.0449813016,D+11
Beverly,4,1,629,459,741,332,6th Congressional,6th Essex,2nd Essex,11.8613062731,D+12
Beverly,4,2,1347,728,1489,557,6th Congressional,6th Essex,2nd Essex,17.2829786118,D+17
Beverly,5,1,1084,811,1117,676,6th Congressional,6th Essex,2nd Essex,8.14477399767,D+8
Beverly,5,2,985,806,1073,661,6th Congressional,6th Essex,2nd Essex,6.84770933713,D+7
Beverly,6,1,1035,944,1250,581,6th Congressional,6th Essex,2nd Essex,8.43848389456,D+8
Beverly,6,2,1011,1046,1134,830,6th Congressional,6th Essex,2nd Essex,1.80966968361,D+2
Billerica,-,1,1093,836,1087,834,6th Congressional,22nd Middlesex,4th Middlesex,5.0881072371,D+5
Billerica,-,10,921,983,859,1061,6th Congressional,22nd Middlesex,4th Middlesex,-4.98715223146,R+5
Billerica,-,11,760,882,852,912,6th Congressional,22nd Middlesex,4th Middlesex,-4.20702511147,R+4
Billerica,-,2,982,919,999,930,6th Congressional,22nd Middlesex,4th Middlesex,0.187968211636,EVEN
Billerica,-,3,910,882,957,929,6th Congressional,22nd Middlesex,4th Middlesex,-0.773986080131,R+1
Billerica,-,4,770,751,804,803,6th Congressional,22nd Middlesex,4th Middlesex,-1.21557629165,R+1
Billerica,-,5,960,1071,953,1093,6th Congressional,22nd Middlesex,4th Middlesex,-4.613513193,R+5
Billerica,-,6,757,790,795,820,6th Congressional,22nd Middlesex,4th Middlesex,-2.45241043624,R+2
Billerica,-,7,903,807,979,876,6th Congressional,22nd Middlesex,4th Middlesex,1.25575445664,D+1
Billerica,-,8,929,1104,955,1065,6th Congressional,22nd Middlesex,4th Middlesex,-5.05118352395,R+5
Billerica,-,9,854,934,860,996,6th Congressional,22nd Middlesex,4th Middlesex,-4.49904545653,R+4
Blackstone,-,1,764,593,578,734,2nd Congressional,8th Worcester,Worcester and Norfolk,-1.25426526488,R+1
Blackstone,-,2,771,658,670,776,2nd Congressional,8th Worcester,Worcester and Norfolk,-1.41353025584,R+1
Blackstone,-,3,687,777,602,817,2nd Congressional,8th Worcester,Worcester and Norfolk,-6.8248982451,R+7
Blandford,-,1,300,348,256,405,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",-9.06009749934,R+9
Bolton,-,1,1554,1463,1891,1036,3rd Congressional,3rd Middlesex,Worcester and Middlesex,6.42233492059,D+6
Boston,1,1,645,188,755,189,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,27.2491988186,D+27
Boston,1,10,315,77,364,105,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,27.3265192316,D+27
Boston,1,11,601,291,644,345,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,14.6529283809,D+15
Boston,1,12,557,328,582,364,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,10.6711751795,D+11
Boston,1,13,814,338,927,361,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,19.8171896301,D+20
Boston,1,14,421,195,425,219,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,15.6075877566,D+16
Boston,1,15,20,1,1,0,7th Congressional,4th Suffolk,1st Suffolk,43.9192760683,D+44
Boston,1,2,464,139,562,142,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,26.9651131692,D+27
Boston,1,3,959,205,1276,251,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,31.5193571466,D+32
Boston,1,4,286,90,366,88,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,27.0189474812,D+27
Boston,1,5,484,183,652,153,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,25.6386436572,D+26
Boston,1,6,414,138,556,138,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,26.3138477887,D+26
Boston,1,7,547,128,604,143,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,29.4070653535,D+29
Boston,1,8,731,186,859,187,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,29.4632023407,D+29
Boston,1,9,445,123,551,146,7th Congressional,1st Suffolk,1st Suffolk and Middlesex,27.1999084793,D+27
Boston,10,1,541,53,616,37,7th Congressional,15th Suffolk,2nd Suffolk,41.247409042,D+41
Boston,10,2,580,77,557,55,7th Congressional,15th Suffolk,2nd Suffolk,38.0628393608,D+38
Boston,10,3,558,76,553,58,7th Congressional,15th Suffolk,2nd Suffolk,37.7016784049,D+38
Boston,10,4,923,147,977,154,7th Congressional,15th Suffolk,2nd Suffolk,34.7891286146,D+35
Boston,10,5,659,98,678,77,7th Congressional,15th Suffolk,2nd Suffolk,36.8906565397,D+37
Boston,10,6,674,38,761,44,7th Congressional,15th Suffolk,2nd Suffolk,43.0593252083,D+43
Boston,10,7,1016,33,1082,34,7th Congressional,15th Suffolk,2nd Suffolk,45.370042392,D+45
Boston,10,8,951,107,1021,67,7th Congressional,15th Suffolk,2nd Suffolk,40.3566225056,D+40
Boston,10,9,1241,132,1432,78,7th Congressional,15th Suffolk,2nd Suffolk,41.1806515294,D+41
Boston,11,1,593,22,560,19,7th Congressional,11th Suffolk,2nd Suffolk,45.0308947678,D+45
Boston,11,10,928,45,956,27,8th Congressional,11th Suffolk,2nd Suffolk,44.7837490186,D+45
Boston,11,2,980,23,1000,25,7th Congressional,11th Suffolk,2nd Suffolk,46.0978667084,D+46
Boston,11,3,791,18,768,27,7th Congressional,11th Suffolk,2nd Suffolk,45.6592443294,D+46
Boston,11,4,1143,43,1247,49,7th Congressional,11th Suffolk,2nd Suffolk,44.758042459,D+45
Boston,11,5,908,39,1000,48,7th Congressional,11th Suffolk,2nd Suffolk,44.1038283581,D+44
Boston,11,6,757,53,845,43,7th Congressional,11th Suffolk,2nd Suffolk,42.8110203664,D+43
Boston,11,7,1067,56,1113,49,7th Congressional,11th Suffolk,2nd Suffolk,43.8695446181,D+44
Boston,11,8,1028,83,1123,58,7th Congressional,11th Suffolk,2nd Suffolk,42.312898153,D+42
Boston,11,9,625,57,762,45,8th Congressional,11th Suffolk,2nd Suffolk,41.6144955566,D+42
Boston,12,1,1074,10,1049,37,7th Congressional,7th Suffolk,2nd Suffolk,46.2988319962,D+46
Boston,12,2,1406,13,1126,26,7th Congressional,7th Suffolk,2nd Suffolk,46.9478111271,D+47
Boston,12,3,713,16,599,18,7th Congressional,7th Suffolk,2nd Suffolk,45.938727642,D+46
Boston,12,4,693,11,658,29,7th Congressional,7th Suffolk,2nd Suffolk,45.5891015699,D+46
Boston,12,5,553,5,470,10,7th Congressional,7th Suffolk,2nd Suffolk,47.0196439085,D+47
Boston,12,6,552,12,544,22,7th Congressional,5th Suffolk,2nd Suffolk,45.4558810562,D+45
Boston,12,7,1406,26,1491,42,7th Congressional,11th Suffolk,2nd Suffolk,46.1713073422,D+46
Boston,12,8,496,9,457,16,7th Congressional,7th Suffolk,2nd Suffolk,45.9084933949,D+46
Boston,12,9,661,10,620,20,7th Congressional,11th Suffolk,2nd Suffolk,46.1764010943,D+46
Boston,13,1,894,17,876,33,7th Congressional,5th Suffolk,2nd Suffolk,45.7174778665,D+46
Boston,13,10,843,350,913,303,8th Congressional,13th Suffolk,1st Suffolk,21.3580473427,D+21
Boston,13,2,376,6,329,12,7th Congressional,5th Suffolk,2nd Suffolk,45.9751040577,D+46
Boston,13,3,709,92,679,69,8th Congressional,4th Suffolk,1st Suffolk,38.0709281605,D+38
Boston,13,4,627,15,610,26,7th Congressional,5th Suffolk,2nd Suffolk,45.2565928985,D+45
Boston,13,5,553,35,611,39,7th Congressional,5th Suffolk,1st Suffolk,42.4873477381,D+42
Boston,13,6,787,101,801,75,7th Congressional,13th Suffolk,1st Suffolk,38.4874063507,D+38
Boston,13,7,688,187,758,182,8th Congressional,13th Suffolk,1st Suffolk,28.1341521013,D+28
Boston,13,8,565,173,681,143,7th Congressional,13th Suffolk,1st Suffolk,28.2342568621,D+28
Boston,13,9,698,148,799,103,7th Congressional,13th Suffolk,1st Suffolk,34.1054628792,D+34
Boston,14,1,1348,36,1377,50,7th Congressional,5th Suffolk,2nd Suffolk,45.4053211509,D+45
Boston,14,10,770,12,805,13,7th Congressional,6th Suffolk,2nd Suffolk,46.9022306137,D+47
Boston,14,11,634,11,686,30,7th Congressional,6th Suffolk,2nd Suffolk,45.4522397981,D+45
Boston,14,12,489,10,484,11,7th Congressional,6th Suffolk,1st Suffolk,46.3520545574,D+46
Boston,14,13,700,9,664,16,7th Congressional,6th Suffolk,1st Suffolk,46.6648746022,D+47
Boston,14,14,778,5,757,16,7th Congressional,6th Suffolk,1st Suffolk,47.1151162178,D+47
Boston,14,2,1436,29,1517,41,7th Congressional,6th Suffolk,1st Suffolk,46.1491500646,D+46
Boston,14,3,765,4,762,9,7th Congressional,11th Suffolk,2nd Suffolk,47.6205747696,D+48
Boston,14,4,851,21,850,30,7th Congressional,6th Suffolk,1st Suffolk,45.5537717096,D+46
Boston,14,5,687,5,642,12,7th Congressional,6th Suffolk,1st Suffolk,47.2017291278,D+47
Boston,14,6,651,13,674,24,7th Congressional,6th Suffolk,2nd Suffolk,45.7481373685,D+46
Boston,14,7,725,13,696,19,7th Congressional,6th Suffolk,2nd Suffolk,46.2623906275,D+46
Boston,14,8,758,14,759,20,7th Congressional,6th Suffolk,2nd Suffolk,46.2725965067,D+46
Boston,14,9,843,13,775,22,7th Congressional,6th Suffolk,2nd Suffolk,46.3473682423,D+46
Boston,15,1,918,20,887,31,7th Congressional,5th Suffolk,1st Suffolk,45.7168857861,D+46
Boston,15,2,648,7,612,8,7th Congressional,5th Suffolk,1st Suffolk,47.2882600255,D+47
Boston,15,3,374,18,395,16,7th Congressional,5th Suffolk,1st Suffolk,44.2306085714,D+44
Boston,15,4,1069,101,1069,90,7th Congressional,5th Suffolk,1st Suffolk,40.2637860023,D+40
Boston,15,5,769,22,781,29,7th Congressional,5th Suffolk,1st Suffolk,45.2792215569,D+45
Boston,15,6,350,112,373,101,7th Congressional,13th Suffolk,1st Suffolk,25.7083203573,D+26
Boston,15,7,625,16,638,22,7th Congressional,5th Suffolk,1st Suffolk,45.5439004831,D+46
