city_town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Biden_20,Trump_20,Clinton_16,Trump_16,County
Boston,11,7,11th Suffolk,2nd Suffolk,7th Congressional,4th District,1101,80,1113,49,Suffolk
Boston,11,8,11th Suffolk,2nd Suffolk,7th Congressional,4th District,1536,78,1123,58,Suffolk
Boston,11,9,11th Suffolk,2nd Suffolk,8th Congressional,4th District,797,48,762,45,Suffolk
Boston,11,10,11th Suffolk,2nd Suffolk,8th Congressional,4th District,1024,40,956,27,Suffolk
Boston,12,7,11th Suffolk,2nd Suffolk,7th Congressional,4th District,1300,97,1491,42,Suffolk
Boston,12,9,11th Suffolk,2nd Suffolk,7th Congressional,4th District,655,37,620,20,Suffolk
Boston,14,3,11th Suffolk,2nd Suffolk,7th Congressional,4th District,715,44,762,9,Suffolk
Boston,19,6,11th Suffolk,2nd Suffolk,8th Congressional,4th District,1446,54,1354,52,Suffolk
Boston,19,7,11th Suffolk,2nd Suffolk,7th Congressional,4th District,1375,94,1174,81,Suffolk
Boston,19,9,11th Suffolk,2nd Suffolk,8th Congressional,4th District,674,43,638,45,Suffolk
Boston,19,10,11th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,1214,161,1091,142,Suffolk
Boston,19,11,11th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,1033,112,1051,56,Suffolk
Boston,19,13,11th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,732,105,737,83,Suffolk
Boston,16,8,12th Suffolk,1st Suffolk,7th Congressional,4th District,828,290,748,241,Suffolk
Boston,16,11,12th Suffolk,1st Suffolk,7th Congressional,4th District,761,364,749,291,Suffolk
Boston,17,4,12th Suffolk,1st Suffolk,7th Congressional,4th District,1317,183,1169,112,Suffolk
Boston,17,10,12th Suffolk,1st Suffolk,7th Congressional,4th District,1002,63,1006,36,Suffolk
Boston,17,11,12th Suffolk,1st Suffolk,7th Congressional,4th District,416,22,389,14,Suffolk
Boston,17,12,12th Suffolk,1st Suffolk,7th Congressional,4th District,676,54,612,39,Suffolk
Boston,17,13,12th Suffolk,1st Suffolk,7th Congressional,4th District,826,187,752,143,Suffolk
Boston,17,14,12th Suffolk,1st Suffolk,7th Congressional,4th District,853,127,835,106,Suffolk
Boston,18,1,12th Suffolk,1st Suffolk,7th Congressional,4th District,1305,81,1347,49,Suffolk
Boston,18,2,12th Suffolk,1st Suffolk,7th Congressional,4th District,984,37,961,18,Suffolk
Boston,18,3,12th Suffolk,1st Suffolk,7th Congressional,4th District,1119,35,1096,18,Suffolk
Boston,18,4,12th Suffolk,1st Suffolk,7th Congressional,4th District,1161,67,1075,34,Suffolk
Boston,18,5,12th Suffolk,1st Suffolk,7th Congressional,4th District,1203,57,969,39,Suffolk
Boston,18,6,12th Suffolk,1st Suffolk,7th Congressional,4th District,1437,54,1343,49,Suffolk
Boston,18,21,12th Suffolk,1st Suffolk,7th Congressional,4th District,1311,59,1223,38,Suffolk
Boston,7,9,13th Suffolk,1st Suffolk,8th Congressional,4th District,659,184,618,187,Suffolk
Boston,13,6,13th Suffolk,1st Suffolk,7th Congressional,4th District,807,108,801,75,Suffolk
Boston,13,7,13th Suffolk,1st Suffolk,8th Congressional,4th District,820,268,758,182,Suffolk
Boston,13,8,13th Suffolk,1st Suffolk,7th Congressional,4th District,732,219,681,143,Suffolk
Boston,13,9,13th Suffolk,1st Suffolk,7th Congressional,4th District,843,206,799,103,Suffolk
Boston,13,10,13th Suffolk,1st Suffolk,8th Congressional,4th District,1027,360,913,303,Suffolk
Boston,15,6,13th Suffolk,1st Suffolk,7th Congressional,4th District,315,221,373,101,Suffolk
Boston,16,1,13th Suffolk,1st Suffolk,7th Congressional,4th District,556,218,569,102,Suffolk
Boston,16,2,13th Suffolk,1st Suffolk,8th Congressional,4th District,479,213,457,157,Suffolk
Boston,16,3,13th Suffolk,1st Suffolk,7th Congressional,4th District,800,211,869,106,Suffolk
Boston,16,4,13th Suffolk,1st Suffolk,7th Congressional,4th District,752,200,696,111,Suffolk
Boston,16,5,13th Suffolk,1st Suffolk,8th Congressional,4th District,788,255,779,175,Suffolk
Boston,16,6,13th Suffolk,1st Suffolk,7th Congressional,4th District,1021,297,995,167,Suffolk
Boston,16,7,13th Suffolk,1st Suffolk,8th Congressional,4th District,647,329,589,305,Suffolk
Boston,16,9,13th Suffolk,1st Suffolk,8th Congressional,4th District,698,512,582,466,Suffolk
Boston,16,10,13th Suffolk,1st Suffolk,8th Congressional,4th District,657,397,576,331,Suffolk
Boston,16,12,13th Suffolk,1st Suffolk,8th Congressional,4th District,524,497,456,442,Suffolk
Boston,17,3,13th Suffolk,1st Suffolk,7th Congressional,4th District,1172,91,1143,50,Suffolk
Boston,17,5,13th Suffolk,1st Suffolk,7th Congressional,4th District,552,31,509,15,Suffolk
Boston,18,9,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,963,191,923,164,Suffolk
Boston,18,10,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,1517,244,1321,201,Suffolk
Boston,18,11,14th Suffolk,2nd Suffolk,7th Congressional,4th District,865,108,851,87,Suffolk
Boston,18,12,14th Suffolk,2nd Suffolk,7th Congressional,4th District,987,194,926,187,Suffolk
Boston,18,13,14th Suffolk,1st Suffolk,7th Congressional,4th District,621,86,574,59,Suffolk
Boston,18,14,14th Suffolk,2nd Suffolk,7th Congressional,4th District,671,83,616,67,Suffolk
Boston,18,15,14th Suffolk,1st Suffolk,7th Congressional,4th District,1068,84,919,67,Suffolk
Boston,18,16,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,982,334,836,346,Suffolk
Boston,18,17,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,983,200,935,171,Suffolk
Boston,18,18,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,1233,242,1120,205,Suffolk
Boston,18,19,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,1671,301,1463,260,Suffolk
Boston,18,20,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,1158,437,1023,430,Suffolk
Boston,18,22,14th Suffolk,2nd Suffolk,7th Congressional,4th District,1031,330,926,325,Suffolk
Boston,18,23,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,885,112,900,69,Suffolk
Boston,20,3,14th Suffolk,Norfolk and Suffolk,7th Congressional,2nd District,926,382,787,339,Suffolk
Boston,20,8,14th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,801,187,704,183,Suffolk
Boston,20,9,14th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,865,227,778,211,Suffolk
Boston,10,1,15th Suffolk,2nd Suffolk,7th Congressional,4th District,608,58,616,37,Suffolk
Boston,10,2,15th Suffolk,2nd Suffolk,7th Congressional,4th District,548,66,557,55,Suffolk
Boston,10,3,15th Suffolk,2nd Suffolk,7th Congressional,4th District,522,60,553,58,Suffolk
Boston,10,4,15th Suffolk,2nd Suffolk,7th Congressional,4th District,995,207,977,154,Suffolk
Boston,10,5,15th Suffolk,2nd Suffolk,7th Congressional,4th District,682,72,678,77,Suffolk
Boston,10,6,15th Suffolk,2nd Suffolk,7th Congressional,4th District,775,74,761,44,Suffolk
Boston,10,7,15th Suffolk,2nd Suffolk,7th Congressional,4th District,991,72,1082,34,Suffolk
Boston,10,8,15th Suffolk,2nd Suffolk,7th Congressional,4th District,1303,106,1021,67,Suffolk
Boston,10,9,15th Suffolk,2nd Suffolk,7th Congressional,4th District,1509,79,1432,78,Suffolk
Boston,19,1,15th Suffolk,2nd Suffolk,8th Congressional,4th District,1036,40,1008,29,Suffolk
Boston,19,2,15th Suffolk,2nd Suffolk,8th Congressional,4th District,1095,216,967,236,Suffolk
Boston,19,3,15th Suffolk,2nd Suffolk,8th Congressional,4th District,895,56,772,62,Suffolk
Boston,19,4,15th Suffolk,2nd Suffolk,8th Congressional,4th District,1262,29,1179,42,Suffolk
Boston,19,5,15th Suffolk,2nd Suffolk,8th Congressional,4th District,1007,76,912,68,Suffolk
Boston,19,8,15th Suffolk,2nd Suffolk,8th Congressional,4th District,692,36,647,34,Suffolk
Boston,20,2,15th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,1113,208,967,171,Suffolk
Boston,20,4,15th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,991,116,862,105,Suffolk
Boston,21,3,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,720,67,689,80,Suffolk
Boston,21,5,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,946,78,936,78,Suffolk
Boston,21,6,17th Suffolk,Middlesex and Suffolk,7th Congressional,6th District,715,73,657,93,Suffolk
Boston,21,7,17th Suffolk,Middlesex and Suffolk,7th Congressional,6th District,930,109,875,72,Suffolk
Boston,21,8,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,1180,94,1001,80,Suffolk
Boston,21,9,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,1158,148,987,104,Suffolk
Boston,21,10,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,839,135,861,131,Suffolk
Boston,21,11,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,1153,123,988,112,Suffolk
Boston,21,12,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,923,203,904,192,Suffolk
Boston,21,15,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,828,73,791,81,Suffolk
Boston,22,2,17th Suffolk,Middlesex and Suffolk,7th Congressional,6th District,1469,205,1249,169,Suffolk
Boston,22,3,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,1172,258,1063,214,Suffolk
Boston,22,6,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,747,130,606,106,Suffolk
Boston,22,9,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,797,219,708,173,Suffolk
Boston,22,10,17th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,991,169,835,163,Suffolk
Boston,21,2,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,297,24,472,41,Suffolk
Boston,21,4,18th Suffolk,Middlesex and Suffolk,7th Congressional,6th District,636,50,577,44,Suffolk
Boston,21,13,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,1108,399,854,303,Suffolk
Boston,21,14,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,681,73,654,61,Suffolk
Boston,21,16,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,1013,198,846,165,Suffolk
Boston,22,1,18th Suffolk,Middlesex and Suffolk,7th Congressional,6th District,1277,165,1130,121,Suffolk
Boston,22,4,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,913,159,701,128,Suffolk
Boston,22,5,18th Suffolk,Middlesex and Suffolk,7th Congressional,6th District,775,136,598,123,Suffolk
Boston,22,7,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,1051,151,949,155,Suffolk
Boston,22,8,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,713,192,669,199,Suffolk
Boston,22,11,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,703,158,596,130,Suffolk
Boston,22,12,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,676,150,605,138,Suffolk
Boston,22,13,18th Suffolk,2nd Suffolk and Middlesex,7th Congressional,3rd District,612,111,571,124,Suffolk
Boston,1,1,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,939,206,755,189,Suffolk
Boston,1,2,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,668,156,562,142,Suffolk
Boston,1,3,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,1734,383,1276,251,Suffolk
Boston,1,4,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,740,135,366,88,Suffolk
Boston,1,5,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,812,199,652,153,Suffolk
Boston,1,6,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,707,154,556,138,Suffolk
Boston,1,7,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,730,182,604,143,Suffolk
Boston,1,8,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,926,257,859,187,Suffolk
Boston,1,9,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,670,154,551,146,Suffolk
Boston,1,10,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,455,126,364,105,Suffolk
Boston,1,11,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,717,329,644,345,Suffolk
Boston,1,12,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,704,376,582,364,Suffolk
Boston,1,13,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,995,404,927,361,Suffolk
Boston,1,14,1st Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,446,239,425,219,Suffolk
Boston,2,1,2nd Suffolk,Middlesex and Suffolk,7th Congressional,6th District,1314,396,1164,384,Suffolk
Boston,2,2,2nd Suffolk,Middlesex and Suffolk,7th Congressional,6th District,1722,434,1530,378,Suffolk
Boston,2,3,2nd Suffolk,Middlesex and Suffolk,7th Congressional,6th District,1054,212,876,211,Suffolk
Boston,2,4,2nd Suffolk,Middlesex and Suffolk,7th Congressional,6th District,949,234,821,187,Suffolk
Boston,2,5,2nd Suffolk,Middlesex and Suffolk,7th Congressional,6th District,1054,286,875,280,Suffolk
Boston,2,6,2nd Suffolk,Middlesex and Suffolk,7th Congressional,6th District,1224,398,1028,381,Suffolk
Boston,2,7,2nd Suffolk,Middlesex and Suffolk,7th Congressional,6th District,1190,314,779,290,Suffolk
Boston,3,1,3rd Suffolk,1st Suffolk and Middlesex,8th Congressional,6th District,1784,587,1165,434,Suffolk
Boston,3,2,3rd Suffolk,1st Suffolk and Middlesex,8th Congressional,6th District,931,290,856,298,Suffolk
Boston,3,3,3rd Suffolk,1st Suffolk and Middlesex,8th Congressional,6th District,1055,279,916,329,Suffolk
Boston,3,4,3rd Suffolk,1st Suffolk and Middlesex,8th Congressional,6th District,1208,356,931,361,Suffolk
Boston,3,6,3rd Suffolk,1st Suffolk and Middlesex,8th Congressional,6th District,2718,634,2121,536,Suffolk
Boston,3,7,3rd Suffolk,2nd Suffolk,7th Congressional,4th District,2545,225,2451,223,Suffolk
Boston,3,8,3rd Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,3506,614,2941,433,Suffolk
Boston,4,1,3rd Suffolk,2nd Suffolk,7th Congressional,4th District,1327,148,1283,121,Suffolk
Boston,4,3,3rd Suffolk,2nd Suffolk,7th Congressional,4th District,952,85,858,73,Suffolk
Boston,5,1,3rd Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,2633,372,2512,301,Suffolk
Boston,1,15,4th Suffolk,1st Suffolk,7th Congressional,4th District,1,0,1,0,Suffolk
Boston,6,1,4th Suffolk,1st Suffolk,8th Congressional,4th District,4057,1016,2669,668,Suffolk
Boston,6,2,4th Suffolk,1st Suffolk,8th Congressional,4th District,795,239,706,203,Suffolk
Boston,6,3,4th Suffolk,1st Suffolk,8th Congressional,4th District,1177,378,950,330,Suffolk
Boston,6,4,4th Suffolk,1st Suffolk,8th Congressional,4th District,1078,399,880,358,Suffolk
Boston,6,5,4th Suffolk,1st Suffolk,8th Congressional,4th District,1121,388,805,360,Suffolk
Boston,6,6,4th Suffolk,1st Suffolk,8th Congressional,4th District,820,411,683,367,Suffolk
Boston,6,7,4th Suffolk,1st Suffolk,8th Congressional,4th District,948,430,742,411,Suffolk
Boston,6,8,4th Suffolk,1st Suffolk,8th Congressional,4th District,823,419,693,370,Suffolk
Boston,6,9,4th Suffolk,1st Suffolk,8th Congressional,4th District,751,471,588,439,Suffolk
Boston,7,1,4th Suffolk,1st Suffolk,8th Congressional,4th District,731,383,605,367,Suffolk
Boston,7,2,4th Suffolk,1st Suffolk,8th Congressional,4th District,981,460,799,429,Suffolk
Boston,7,3,4th Suffolk,1st Suffolk,8th Congressional,4th District,1015,471,886,475,Suffolk
Boston,7,4,4th Suffolk,1st Suffolk,8th Congressional,4th District,933,359,826,333,Suffolk
Boston,7,5,4th Suffolk,1st Suffolk,8th Congressional,4th District,841,229,749,231,Suffolk
Boston,7,6,4th Suffolk,1st Suffolk,8th Congressional,4th District,763,259,696,202,Suffolk
Boston,7,7,4th Suffolk,1st Suffolk,8th Congressional,4th District,613,149,580,98,Suffolk
Boston,7,8,4th Suffolk,1st Suffolk,8th Congressional,4th District,815,228,632,167,Suffolk
Boston,13,3,4th Suffolk,1st Suffolk,8th Congressional,4th District,761,126,679,69,Suffolk
Boston,7,10,5th Suffolk,1st Suffolk,7th Congressional,4th District,700,72,835,48,Suffolk
Boston,8,5,5th Suffolk,2nd Suffolk,7th Congressional,4th District,784,79,760,35,Suffolk
Boston,8,6,5th Suffolk,2nd Suffolk,7th Congressional,4th District,300,35,271,27,Suffolk
Boston,8,7,5th Suffolk,2nd Suffolk,7th Congressional,4th District,603,38,541,27,Suffolk
Boston,12,6,5th Suffolk,2nd Suffolk,7th Congressional,4th District,597,43,544,22,Suffolk
Boston,13,1,5th Suffolk,2nd Suffolk,7th Congressional,4th District,839,67,876,33,Suffolk
Boston,13,2,5th Suffolk,2nd Suffolk,7th Congressional,4th District,346,33,329,12,Suffolk
Boston,13,4,5th Suffolk,2nd Suffolk,7th Congressional,4th District,616,56,610,26,Suffolk
Boston,13,5,5th Suffolk,1st Suffolk,7th Congressional,4th District,595,51,611,39,Suffolk
Boston,14,1,5th Suffolk,2nd Suffolk,7th Congressional,4th District,1361,109,1377,50,Suffolk
Boston,15,1,5th Suffolk,1st Suffolk,7th Congressional,4th District,908,78,887,31,Suffolk
Boston,15,2,5th Suffolk,1st Suffolk,7th Congressional,4th District,618,47,612,8,Suffolk
Boston,15,3,5th Suffolk,1st Suffolk,7th Congressional,4th District,363,45,395,16,Suffolk
Boston,15,4,5th Suffolk,1st Suffolk,7th Congressional,4th District,1029,205,1069,90,Suffolk
Boston,15,5,5th Suffolk,1st Suffolk,7th Congressional,4th District,754,76,781,29,Suffolk
Boston,15,7,5th Suffolk,1st Suffolk,7th Congressional,4th District,615,57,638,22,Suffolk
Boston,15,8,5th Suffolk,1st Suffolk,7th Congressional,4th District,482,171,490,77,Suffolk
Boston,15,9,5th Suffolk,1st Suffolk,7th Congressional,4th District,499,153,616,81,Suffolk
Boston,17,1,5th Suffolk,1st Suffolk,7th Congressional,4th District,679,56,726,30,Suffolk
Boston,17,2,5th Suffolk,1st Suffolk,7th Congressional,4th District,530,65,499,33,Suffolk
Boston,14,2,6th Suffolk,1st Suffolk,7th Congressional,4th District,1479,104,1517,41,Suffolk
Boston,14,4,6th Suffolk,1st Suffolk,7th Congressional,4th District,829,59,850,30,Suffolk
Boston,14,5,6th Suffolk,1st Suffolk,7th Congressional,4th District,702,23,642,12,Suffolk
Boston,14,6,6th Suffolk,2nd Suffolk,7th Congressional,4th District,649,50,674,24,Suffolk
Boston,14,7,6th Suffolk,2nd Suffolk,7th Congressional,4th District,657,47,696,19,Suffolk
Boston,14,8,6th Suffolk,2nd Suffolk,7th Congressional,4th District,797,33,759,20,Suffolk
