office_branch,office_id,office,district,district_display,district_id,election_id,election_date,is_special,id_incumbent,name_incumbent,party_incumbent,city_town_incumbent
Legislative,9,State Senate,Second Worcester,2nd Worcester,58729,154415,2022-11-08,FALSE,63084,Michael O. Moore,Democratic,Millbury
Legislative,9,State Senate,Suffolk and Middlesex,Suffolk and Middlesex,64878,154434,2022-11-08,FALSE,62833,William N. Brownsberger,Democratic,Belmont
Legislative,9,State Senate,Third Bristol & Plymouth,Third Bristol & Plymouth,65025,154436,2022-11-08,FALSE,63067,Marc R. Pacheco,Democratic,Taunton
Legislative,9,State Senate,Third Essex,3rd Essex,64702,154548,2022-11-08,FALSE,78102,Brendan P. Crighton,Democratic,Lynn
Legislative,9,State Senate,Third Middlesex,3rd Middlesex,58709,154429,2022-11-08,FALSE,68354,Michael J. Barrett,Democratic,Lexington
Legislative,9,State Senate,Third Suffolk,3rd Suffolk,64948,154467,2022-11-08,FALSE,78304,Lydia Marie Edwards,Democratic,Boston
Legislative,9,State Senate,Worcester & Hampden,Worcester & Hampden,65026,154442,2022-11-08,FALSE,62997,Ryan C. Fattman,Republican,Sutton
Legislative,9,State Senate,Worcester & Hampshire,Worcester & Hampshire,65022,160410,2023-11-07,TRUE,62970,Peter J. Durant,Republican,Spencer
Legislative,9,State Senate,Worcester and Middlesex,Worcester and Middlesex,58731,154402,2022-11-08,FALSE,82218,John J. Cronin,Democratic,Lunenburg
Legislative,5,U.S. House,1,1st Congressional,58684,154363,2022-11-08,FALSE,62614,Richard E. Neal,Democratic,Springfield
Legislative,5,U.S. House,2,2nd Congressional,58685,154381,2022-11-08,FALSE,62621,James P. McGovern,Democratic,Worcester
Legislative,5,U.S. House,3,3rd Congressional,58686,154347,2022-11-08,FALSE,78529,Lori Loureiro Trahan,Democratic,Westford
Legislative,5,U.S. House,4,4th Congressional,58687,154410,2022-11-08,FALSE,82179,Jake Auchincloss,Democratic,Newton
Legislative,5,U.S. House,5,5th Congressional,58688,154393,2022-11-08,FALSE,63045,Katherine M. Clark,Democratic,Revere
Legislative,5,U.S. House,6,6th Congressional,58689,154375,2022-11-08,FALSE,77992,Seth W. Moulton,Democratic,Salem
Legislative,5,U.S. House,7,7th Congressional,58690,154446,2022-11-08,FALSE,78612,Ayanna S. Pressley,Democratic,Boston
Legislative,5,U.S. House,8,8th Congressional,58691,154339,2022-11-08,FALSE,62647,Stephen F. Lynch,Democratic,Boston
Legislative,5,U.S. House,9,9th Congressional,58692,154356,2022-11-08,FALSE,78539,Bill Keating,Democratic,Bourne
Legislative,6,U.S. Senate,Class 1,Class 1,1,131505,2018-11-06,FALSE,74528,Elizabeth A. Warren,Democratic,Cambridge
Legislative,6,U.S. Senate,Class 2,Class 2,2,140755,2020-11-03,FALSE,62640,Edward J. Markey,Democratic,Malden
